PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_shared_from_mouse.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
7713	chr11	94973358	94974020	+	0	NA	NA	NA	NA	NA								
26450	chr3	184185470	184186827	+	0	NA	NA	NA	NA	NA								
14465	chr16	30896205	30896914	+	0	NA	NA	NA	NA	NA								
30619	chr6	12060602	12061233	+	0	NA	NA	NA	NA	NA								
21406	chr2	191566122	191566961	+	0	NA	NA	NA	NA	NA								
3475	chr1	204398578	204398891	+	0	NA	NA	NA	NA	NA								
14425	chr16	30526784	30527242	+	0	NA	NA	NA	NA	NA								
4134	chr10	484483	484955	+	0	NA	NA	NA	NA	NA								
24188	chr3	4492892	4493701	+	0	NA	NA	NA	NA	NA								
8200	chr11	126211189	126212271	+	0	NA	NA	NA	NA	NA								
8664	chr12	21828410	21829612	+	0	NA	NA	NA	NA	NA								
9043	chr12	53046683	53047778	+	0	NA	NA	NA	NA	NA								
30820	chr6	27250691	27252132	+	0	NA	NA	NA	NA	NA								
7905	chr11	116787382	116789284	+	0	NA	NA	NA	NA	NA								
30860	chr6	34757257	34757762	+	0	NA	NA	NA	NA	NA								
10034	chr12	110048274	110048816	+	0	NA	NA	NA	NA	NA								
28857	chr5	62305345	62307188	+	0	NA	NA	NA	NA	NA								
18390	chr19	15431948	15433060	+	0	NA	NA	NA	NA	NA								
1460	chr1	54801063	54801921	+	0	NA	NA	NA	NA	NA								
18129	chr19	7636647	7637526	+	0	NA	NA	NA	NA	NA								
9590	chr12	77324551	77325408	+	0	NA	NA	NA	NA	NA								
36091	chr9	72364091	72366189	+	0	NA	NA	NA	NA	NA								
23587	chr22	20020862	20021307	+	0	NA	NA	NA	NA	NA								
18169	chr19	8444701	8445830	+	0	NA	NA	NA	NA	NA								
25248	chr3	67854444	67855120	+	0	NA	NA	NA	NA	NA								
15412	chr17	6712947	6714389	+	0	NA	NA	NA	NA	NA								
9718	chr12	93138815	93139362	+	0	NA	NA	NA	NA	NA								
21331	chr2	181715066	181715400	+	0	NA	NA	NA	NA	NA								
13682	chr15	84980298	84981956	+	0	NA	NA	NA	NA	NA								
10049	chr12	110280609	110282423	+	0	NA	NA	NA	NA	NA								
33024	chr7	78019084	78020827	+	0	NA	NA	NA	NA	NA								
24455	chr3	25593939	25594566	+	0	NA	NA	NA	NA	NA								
16460	chr17	50661521	50662474	+	0	NA	NA	NA	NA	NA								
19238	chr19	55339160	55340841	+	0	NA	NA	NA	NA	NA								
33064	chr7	87600104	87601291	+	0	NA	NA	NA	NA	NA								
9235	chr12	56521645	56522794	+	0	NA	NA	NA	NA	NA								
27210	chr4	52037807	52038389	+	0	NA	NA	NA	NA	NA								
7048	chr11	63838411	63839621	+	0	NA	NA	NA	NA	NA								
13830	chr15	92881953	92883592	+	0	NA	NA	NA	NA	NA								
16420	chr17	50095061	50095653	+	0	NA	NA	NA	NA	NA								
30397	chr5	181223094	181223812	+	0	NA	NA	NA	NA	NA								
7259	chr11	66479993	66481510	+	0	NA	NA	NA	NA	NA								
28159	chr4	156970610	156972154	+	0	NA	NA	NA	NA	NA								
419	chr1	20212347	20213192	+	0	NA	NA	NA	NA	NA								
18827	chr19	41263356	41263845	+	0	NA	NA	NA	NA	NA								
18867	chr19	42253272	42254045	+	0	NA	NA	NA	NA	NA								
7933	chr11	117231639	117233340	+	0	NA	NA	NA	NA	NA								
30108	chr5	157948836	157949083	+	0	NA	NA	NA	NA	NA								
28747	chr5	54744449	54744824	+	0	NA	NA	NA	NA	NA								
10354	chr12	123671047	123671712	+	0	NA	NA	NA	NA	NA								
28479	chr5	14871253	14872607	+	0	NA	NA	NA	NA	NA								
35043	chr8	102685489	102686380	+	0	NA	NA	NA	NA	NA								
34959	chr8	97643491	97645535	+	0	NA	NA	NA	NA	NA								
14192	chr16	10963778	10964323	+	0	NA	NA	NA	NA	NA								
12891	chr15	41971537	41973079	+	0	NA	NA	NA	NA	NA								
3484	chr1	204477006	204477882	+	0	NA	NA	NA	NA	NA								
24175	chr3	3178994	3180208	+	0	NA	NA	NA	NA	NA								
25236	chr3	66997923	66999098	+	0	NA	NA	NA	NA	NA								
12449	chr14	91889372	91890132	+	0	NA	NA	NA	NA	NA								
4337	chr10	21494650	21496415	+	0	NA	NA	NA	NA	NA								
2229	chr1	113389595	113391643	+	0	NA	NA	NA	NA	NA								
11021	chr13	95643611	95644806	+	0	NA	NA	NA	NA	NA								
12777	chr15	39919567	39921221	+	0	NA	NA	NA	NA	NA								
37577	chrX	70133081	70134653	+	0	NA	NA	NA	NA	NA								
19246	chr19	55408042	55408578	+	0	NA	NA	NA	NA	NA								
11061	chr13	99085993	99087885	+	0	NA	NA	NA	NA	NA								
7208	chr11	65887997	65888940	+	0	NA	NA	NA	NA	NA								
37695	chrX	101596167	101596363	+	0	NA	NA	NA	NA	NA								
9938	chr12	105083594	105084909	+	0	NA	NA	NA	NA	NA								
34732	chr8	70332643	70333178	+	0	NA	NA	NA	NA	NA								
8281	chr11	130213135	130213627	+	0	NA	NA	NA	NA	NA								
12434	chr14	91059832	91061088	+	0	NA	NA	NA	NA	NA								
6687	chr11	46617461	46618033	+	0	NA	NA	NA	NA	NA								
15613	chr17	13600707	13602378	+	0	NA	NA	NA	NA	NA								
31490	chr6	85678519	85679403	+	0	NA	NA	NA	NA	NA								
20324	chr2	72892517	72892806	+	0	NA	NA	NA	NA	NA								
20364	chr2	74413890	74415318	+	0	NA	NA	NA	NA	NA								
8593	chr12	13098081	13098565	+	0	NA	NA	NA	NA	NA								
13483	chr15	74433437	74434054	+	0	NA	NA	NA	NA	NA								
23097	chr20	58870325	58870606	+	0	NA	NA	NA	NA	NA								
36581	chr9	112119226	112119892	+	0	NA	NA	NA	NA	NA								
24274	chr3	9932667	9934136	+	0	NA	NA	NA	NA	NA								
21051	chr2	159516160	159516803	+	0	NA	NA	NA	NA	NA								
5792	chr10	115028995	115030197	+	0	NA	NA	NA	NA	NA								
37163	chrX	9885225	9885455	+	0	NA	NA	NA	NA	NA								
8040	chr11	119361064	119361345	+	0	NA	NA	NA	NA	NA								
23698	chr22	29267398	29268426	+	0	NA	NA	NA	NA	NA								
37123	chr9	136991998	136993091	+	0	NA	NA	NA	NA	NA								
26170	chr3	152202291	152204080	+	0	NA	NA	NA	NA	NA								
402	chr1	19484219	19486208	+	0	NA	NA	NA	NA	NA								
5796	chr10	115092453	115094634	+	0	NA	NA	NA	NA	NA								
9203	chr12	56193095	56193203	+	0	NA	NA	NA	NA	NA								
15570	chr17	8629633	8631743	+	0	NA	NA	NA	NA	NA								
8452	chr12	6752193	6754392	+	0	NA	NA	NA	NA	NA								
23222	chr21	17522949	17523498	+	0	NA	NA	NA	NA	NA								
28676	chr5	42811222	42811545	+	0	NA	NA	NA	NA	NA								
8456	chr12	6767850	6768317	+	0	NA	NA	NA	NA	NA								
30741	chr6	20400888	20401969	+	0	NA	NA	NA	NA	NA								
15907	chr17	31580954	31581541	+	0	NA	NA	NA	NA	NA								
23262	chr21	28337380	28337649	+	0	NA	NA	NA	NA	NA								
36139	chr9	77647681	77649709	+	0	NA	NA	NA	NA	NA								
21118	chr2	164737652	164738207	+	0	NA	NA	NA	NA	NA								
16171	chr17	42679541	42680056	+	0	NA	NA	NA	NA	NA								
25571	chr3	113696495	113697752	+	0	NA	NA	NA	NA	NA								
10437	chr13	20567109	20567677	+	0	NA	NA	NA	NA	NA								
27302	chr4	70704350	70705857	+	0	NA	NA	NA	NA	NA								
6753	chr11	47714562	47715654	+	0	NA	NA	NA	NA	NA								
11050	chr13	98467332	98468710	+	0	NA	NA	NA	NA	NA								
12646	chr14	104723845	104724645	+	0	NA	NA	NA	NA	NA								
22367	chr20	10673905	10675053	+	0	NA	NA	NA	NA	NA								
17889	chr18	74148214	74149137	+	0	NA	NA	NA	NA	NA								
36245	chr9	89667635	89668919	+	0	NA	NA	NA	NA	NA								
35180	chr8	119208040	119209816	+	0	NA	NA	NA	NA	NA								
16006	chr17	39617927	39618363	+	0	NA	NA	NA	NA	NA								
22327	chr20	6703769	6704599	+	0	NA	NA	NA	NA	NA								
2969	chr1	169569745	169570525	+	0	NA	NA	NA	NA	NA								
9886	chr12	102061363	102062684	+	0	NA	NA	NA	NA	NA								
2700	chr1	156746556	156747559	+	0	NA	NA	NA	NA	NA								
9882	chr12	101939694	101940115	+	0	NA	NA	NA	NA	NA								
37900	chrX	133792341	133792763	+	0	NA	NA	NA	NA	NA								
5001	chr10	79424643	79425205	+	0	NA	NA	NA	NA	NA								
10774	chr13	48094762	48095342	+	0	NA	NA	NA	NA	NA								
33467	chr7	108569821	108570889	+	0	NA	NA	NA	NA	NA								
6219	chr11	10807683	10809803	+	0	NA	NA	NA	NA	NA								
33427	chr7	106284052	106285790	+	0	NA	NA	NA	NA	NA								
36837	chr9	127715489	127716189	+	0	NA	NA	NA	NA	NA								
13252	chr15	63497668	63498077	+	0	NA	NA	NA	NA	NA								
12357	chr14	81533109	81534291	+	0	NA	NA	NA	NA	NA								
21060	chr2	160294497	160294881	+	0	NA	NA	NA	NA	NA								
3192	chr1	183318593	183318793	+	0	NA	NA	NA	NA	NA								
121	chr1	8116959	8117395	+	0	NA	NA	NA	NA	NA								
21020	chr2	157628589	157629362	+	0	NA	NA	NA	NA	NA								
4375	chr10	22340336	22341408	+	0	NA	NA	NA	NA	NA								
34240	chr8	22048443	22049325	+	0	NA	NA	NA	NA	NA								
3196	chr1	183471701	183473142	+	0	NA	NA	NA	NA	NA								
835	chr1	32393277	32394960	+	0	NA	NA	NA	NA	NA								
32016	chr6	137218979	137219806	+	0	NA	NA	NA	NA	NA								
16799	chr17	66302127	66304046	+	0	NA	NA	NA	NA	NA								
4187	chr10	6279501	6280050	+	0	NA	NA	NA	NA	NA								
22890	chr20	44651271	44652249	+	0	NA	NA	NA	NA	NA								
36144	chr9	77751498	77752597	+	0	NA	NA	NA	NA	NA								
17187	chr17	81636377	81637217	+	0	NA	NA	NA	NA	NA								
24283	chr3	10224907	10225419	+	0	NA	NA	NA	NA	NA								
9307	chr12	57434362	57435615	+	0	NA	NA	NA	NA	NA								
34598	chr8	56248299	56248579	+	0	NA	NA	NA	NA	NA								
4045	chr1	235326602	235329173	+	0	NA	NA	NA	NA	NA								
22341	chr20	8131939	8133817	+	0	NA	NA	NA	NA	NA								
5110	chr10	89643775	89645812	+	0	NA	NA	NA	NA	NA								
31903	chr6	130815226	130815998	+	0	NA	NA	NA	NA	NA								
33197	chr7	96415311	96416613	+	0	NA	NA	NA	NA	NA								
6246	chr11	12200276	12201205	+	0	NA	NA	NA	NA	NA								
15081	chr16	79509261	79509671	+	0	NA	NA	NA	NA	NA								
31151	chr6	43770506	43770820	+	0	NA	NA	NA	NA	NA								
6242	chr11	12110171	12111791	+	0	NA	NA	NA	NA	NA								
10502	chr13	27960210	27961530	+	0	NA	NA	NA	NA	NA								
13474	chr15	73994486	73995421	+	0	NA	NA	NA	NA	NA								
30767	chr6	24489439	24489817	+	0	NA	NA	NA	NA	NA								
2697	chr1	156728143	156729031	+	0	NA	NA	NA	NA	NA								
27063	chr4	38672959	38673544	+	0	NA	NA	NA	NA	NA								
28750	chr5	55226465	55226878	+	0	NA	NA	NA	NA	NA								
18371	chr19	14517263	14518687	+	0	NA	NA	NA	NA	NA								
30727	chr6	18431501	18433202	+	0	NA	NA	NA	NA	NA								
29204	chr5	95730937	95732187	+	0	NA	NA	NA	NA	NA								
7589	chr11	77589348	77590793	+	0	NA	NA	NA	NA	NA								
36070	chr9	70419967	70421440	+	0	NA	NA	NA	NA	NA								
27023	chr4	37489537	37490992	+	0	NA	NA	NA	NA	NA								
20008	chr2	47175573	47176649	+	0	NA	NA	NA	NA	NA								
19133	chr19	48858107	48859296	+	0	NA	NA	NA	NA	NA								
13737	chr15	89358402	89359169	+	0	NA	NA	NA	NA	NA								
4233	chr10	11823092	11824102	+	0	NA	NA	NA	NA	NA								
15209	chr16	88811641	88812018	+	0	NA	NA	NA	NA	NA								
17976	chr19	1848421	1848872	+	0	NA	NA	NA	NA	NA								
25143	chr3	58522783	58523783	+	0	NA	NA	NA	NA	NA								
16543	chr17	56833984	56835263	+	0	NA	NA	NA	NA	NA								
20607	chr2	99335997	99336765	+	0	NA	NA	NA	NA	NA								
17053	chr17	76540363	76541155	+	0	NA	NA	NA	NA	NA								
18760	chr19	39445341	39445809	+	0	NA	NA	NA	NA	NA								
33899	chr7	149005786	149006323	+	0	NA	NA	NA	NA	NA								
18720	chr19	38387544	38388080	+	0	NA	NA	NA	NA	NA								
34075	chr8	9325122	9326568	+	0	NA	NA	NA	NA	NA								
33441	chr7	107168110	107169063	+	0	NA	NA	NA	NA	NA								
4908	chr10	74825168	74827189	+	0	NA	NA	NA	NA	NA								
29105	chr5	81353119	81353743	+	0	NA	NA	NA	NA	NA								
3710	chr1	212432931	212433251	+	0	NA	NA	NA	NA	NA								
37493	chrX	54182457	54183738	+	0	NA	NA	NA	NA	NA								
11047	chr13	98142498	98143982	+	0	NA	NA	NA	NA	NA								
24452	chr3	25427738	25428882	+	0	NA	NA	NA	NA	NA								
20913	chr2	135741347	135742722	+	0	NA	NA	NA	NA	NA								
7854	chr11	113875067	113876158	+	0	NA	NA	NA	NA	NA								
27554	chr4	85474753	85475966	+	0	NA	NA	NA	NA	NA								
8370	chr12	3134854	3136172	+	0	NA	NA	NA	NA	NA								
15415	chr17	6831319	6831731	+	0	NA	NA	NA	NA	NA								
11648	chr14	51239554	51240770	+	0	NA	NA	NA	NA	NA								
13685	chr15	84982016	84982848	+	0	NA	NA	NA	NA	NA								
31160	chr6	43823948	43824939	+	0	NA	NA	NA	NA	NA								
31399	chr6	75243365	75244422	+	0	NA	NA	NA	NA	NA								
31120	chr6	43427304	43428404	+	0	NA	NA	NA	NA	NA								
22116	chr2	239399934	239401850	+	0	NA	NA	NA	NA	NA								
28721	chr5	53075664	53076379	+	0	NA	NA	NA	NA	NA								
22604	chr20	32819506	32820373	+	0	NA	NA	NA	NA	NA								
26044	chr3	142447251	142448273	+	0	NA	NA	NA	NA	NA								
28761	chr5	55533911	55535364	+	0	NA	NA	NA	NA	NA								
706	chr1	27661333	27663091	+	0	NA	NA	NA	NA	NA								
10783	chr13	48303061	48304371	+	0	NA	NA	NA	NA	NA								
31617	chr6	106787421	106788040	+	0	NA	NA	NA	NA	NA								
17524	chr18	31556038	31556243	+	0	NA	NA	NA	NA	NA								
32724	chr7	33932882	33933184	+	0	NA	NA	NA	NA	NA								
12340	chr14	80987511	80987722	+	0	NA	NA	NA	NA	NA								
14462	chr16	30893428	30894597	+	0	NA	NA	NA	NA	NA								
14422	chr16	30429535	30430713	+	0	NA	NA	NA	NA	NA								
32764	chr7	37916105	37917520	+	0	NA	NA	NA	NA	NA								
34257	chr8	22370746	22371161	+	0	NA	NA	NA	NA	NA								
31018	chr6	41591889	41592464	+	0	NA	NA	NA	NA	NA								
26039	chr3	142148345	142150119	+	0	NA	NA	NA	NA	NA								
17564	chr18	35048918	35049877	+	0	NA	NA	NA	NA	NA								
5865	chr10	119445064	119445858	+	0	NA	NA	NA	NA	NA								
28370	chr4	185813082	185813603	+	0	NA	NA	NA	NA	NA								
18751	chr19	39401325	39401867	+	0	NA	NA	NA	NA	NA								
3598	chr1	207103751	207104506	+	0	NA	NA	NA	NA	NA								
35506	chr8	144147825	144148704	+	0	NA	NA	NA	NA	NA								
25080	chr3	56251420	56251832	+	0	NA	NA	NA	NA	NA								
3930	chr1	227437745	227437978	+	0	NA	NA	NA	NA	NA								
31808	chr6	117675162	117676887	+	0	NA	NA	NA	NA	NA								
21213	chr2	172172440	172173106	+	0	NA	NA	NA	NA	NA								
24653	chr3	43298135	43298948	+	0	NA	NA	NA	NA	NA								
34735	chr8	70401825	70404638	+	0	NA	NA	NA	NA	NA								
37692	chrX	101097676	101098350	+	0	NA	NA	NA	NA	NA								
16329	chr17	47889983	47890573	+	0	NA	NA	NA	NA	NA								
25590	chr3	114152497	114153186	+	0	NA	NA	NA	NA	NA								
16190	chr17	42980003	42981165	+	0	NA	NA	NA	NA	NA								
13678	chr15	84886534	84886797	+	0	NA	NA	NA	NA	NA								
16369	chr17	48907987	48909241	+	0	NA	NA	NA	NA	NA								
14294	chr16	23148398	23149903	+	0	NA	NA	NA	NA	NA								
7378	chr11	68903371	68904067	+	0	NA	NA	NA	NA	NA								
13077	chr15	52784892	52785739	+	0	NA	NA	NA	NA	NA								
268	chr1	12525344	12525705	+	0	NA	NA	NA	NA	NA								
36730	chr9	123267355	123269212	+	0	NA	NA	NA	NA	NA								
18841	chr19	41859533	41860756	+	0	NA	NA	NA	NA	NA								
14663	chr16	56451492	56452436	+	0	NA	NA	NA	NA	NA								
18499	chr19	19320083	19321753	+	0	NA	NA	NA	NA	NA								
14623	chr16	53129836	53132319	+	0	NA	NA	NA	NA	NA								
2443	chr1	151070726	151071853	+	0	NA	NA	NA	NA	NA								
2824	chr1	161726688	161727294	+	0	NA	NA	NA	NA	NA								
35789	chr9	29212031	29212905	+	0	NA	NA	NA	NA	NA								
22797	chr20	38925941	38927430	+	0	NA	NA	NA	NA	NA								
1227	chr1	44652678	44653182	+	0	NA	NA	NA	NA	NA								
14195	chr16	11255672	11256966	+	0	NA	NA	NA	NA	NA								
11636	chr14	50829786	50831391	+	0	NA	NA	NA	NA	NA								
6791	chr11	57335083	57336422	+	0	NA	NA	NA	NA	NA								
22871	chr20	44355328	44356134	+	0	NA	NA	NA	NA	NA								
26359	chr3	171459246	171461323	+	0	NA	NA	NA	NA	NA								
24172	chr22	50582224	50583088	+	0	NA	NA	NA	NA	NA								
9373	chr12	59403349	59403603	+	0	NA	NA	NA	NA	NA								
20794	chr2	120012766	120013796	+	0	NA	NA	NA	NA	NA								
13255	chr15	63503913	63505471	+	0	NA	NA	NA	NA	NA								
11444	chr14	32201175	32201865	+	0	NA	NA	NA	NA	NA								
20818	chr2	121363314	121364493	+	0	NA	NA	NA	NA	NA								
30203	chr5	172282725	172284793	+	0	NA	NA	NA	NA	NA								
23124	chr20	62181938	62183193	+	0	NA	NA	NA	NA	NA								
8551	chr12	12334427	12334696	+	0	NA	NA	NA	NA	NA								
28840	chr5	60677827	60678011	+	0	NA	NA	NA	NA	NA								
23164	chr20	63864365	63866004	+	0	NA	NA	NA	NA	NA								
22408	chr20	16729610	16730934	+	0	NA	NA	NA	NA	NA								
12870	chr15	41493476	41494578	+	0	NA	NA	NA	NA	NA								
26779	chr4	2261123	2262755	+	0	NA	NA	NA	NA	NA								
4959	chr10	79059198	79060608	+	0	NA	NA	NA	NA	NA								
26447	chr3	184174455	184175624	+	0	NA	NA	NA	NA	NA								
6814	chr11	57530510	57531104	+	0	NA	NA	NA	NA	NA								
9104	chr12	53625889	53626881	+	0	NA	NA	NA	NA	NA								
17333	chr18	8704693	8705700	+	0	NA	NA	NA	NA	NA								
33308	chr7	100612326	100613082	+	0	NA	NA	NA	NA	NA								
6006	chr11	208389	209076	+	0	NA	NA	NA	NA	NA								
13154	chr15	57527007	57527836	+	0	NA	NA	NA	NA	NA								
34687	chr8	65644004	65645408	+	0	NA	NA	NA	NA	NA								
6002	chr10	133372324	133373337	+	0	NA	NA	NA	NA	NA								
31471	chr6	84227318	84228257	+	0	NA	NA	NA	NA	NA								
23225	chr21	17818070	17819779	+	0	NA	NA	NA	NA	NA								
18696	chr19	36527993	36528933	+	0	NA	NA	NA	NA	NA								
34088	chr8	10054078	10055170	+	0	NA	NA	NA	NA	NA								
23265	chr21	28884923	28885573	+	0	NA	NA	NA	NA	NA								
1967	chr1	99264070	99264957	+	0	NA	NA	NA	NA	NA								
37268	chrX	24025018	24026020	+	0	NA	NA	NA	NA	NA								
37228	chrX	18424729	18426423	+	0	NA	NA	NA	NA	NA								
4205	chr10	7787165	7789019	+	0	NA	NA	NA	NA	NA								
36242	chr9	89661613	89662909	+	0	NA	NA	NA	NA	NA								
11439	chr14	32076056	32078329	+	0	NA	NA	NA	NA	NA								
4017	chr1	234969507	234970699	+	0	NA	NA	NA	NA	NA								
33716	chr7	130941399	130941801	+	0	NA	NA	NA	NA	NA								
15591	chr17	10198805	10199113	+	0	NA	NA	NA	NA	NA								
5828	chr10	117539355	117539690	+	0	NA	NA	NA	NA	NA								
26191	chr3	153160439	153163314	+	0	NA	NA	NA	NA	NA								
27305	chr4	70734367	70735001	+	0	NA	NA	NA	NA	NA								
18820	chr19	40777850	40779134	+	0	NA	NA	NA	NA	NA								
13144	chr15	56917988	56920188	+	0	NA	NA	NA	NA	NA								
18860	chr19	42220038	42220602	+	0	NA	NA	NA	NA	NA								
38034	chrX	154437092	154437364	+	0	NA	NA	NA	NA	NA								
33799	chr7	135762154	135762883	+	0	NA	NA	NA	NA	NA								
21424	chr2	191847336	191847580	+	0	NA	NA	NA	NA	NA								
30390	chr5	180784600	180784740	+	0	NA	NA	NA	NA	NA								
30129	chr5	159331396	159331993	+	0	NA	NA	NA	NA	NA								
21464	chr2	197500283	197500678	+	0	NA	NA	NA	NA	NA								
30169	chr5	168578822	168580033	+	0	NA	NA	NA	NA	NA								
4660	chr10	61896780	61897666	+	0	NA	NA	NA	NA	NA								
16467	chr17	50719213	50720509	+	0	NA	NA	NA	NA	NA								
4204	chr10	7787165	7789019	+	0	NA	NA	NA	NA	NA								
27217	chr4	52930679	52931392	+	0	NA	NA	NA	NA	NA								
18619	chr19	35040731	35041921	+	0	NA	NA	NA	NA	NA								
16427	chr17	50177639	50178578	+	0	NA	NA	NA	NA	NA								
13837	chr15	93072558	93073554	+	0	NA	NA	NA	NA	NA								
36252	chr9	91208069	91208411	+	0	NA	NA	NA	NA	NA								
8130	chr11	123407419	123407869	+	0	NA	NA	NA	NA	NA								
18397	chr19	16076012	16078574	+	0	NA	NA	NA	NA	NA								
23580	chr22	19941407	19942162	+	0	NA	NA	NA	NA	NA								
11288	chr14	23006491	23007461	+	0	NA	NA	NA	NA	NA								
11454	chr14	33949886	33951320	+	0	NA	NA	NA	NA	NA								
33006	chr7	77247275	77247523	+	0	NA	NA	NA	NA	NA								
13245	chr15	63189293	63189992	+	0	NA	NA	NA	NA	NA								
7579	chr11	77144135	77145145	+	0	NA	NA	NA	NA	NA								
30827	chr6	27867138	27867735	+	0	NA	NA	NA	NA	NA								
33171	chr7	95477061	95477578	+	0	NA	NA	NA	NA	NA								
29381	chr5	115543830	115545601	+	0	NA	NA	NA	NA	NA								
30867	chr6	34887630	34888111	+	0	NA	NA	NA	NA	NA								
28850	chr5	61330455	61332632	+	0	NA	NA	NA	NA	NA								
34386	chr8	29262011	29263354	+	0	NA	NA	NA	NA	NA								
13139	chr15	56886523	56888025	+	0	NA	NA	NA	NA	NA								
25473	chr3	105369274	105369739	+	0	NA	NA	NA	NA	NA								
22031	chr2	231795666	231795897	+	0	NA	NA	NA	NA	NA								
38049	chrX	155070737	155071786	+	0	NA	NA	NA	NA	NA								
26457	chr3	184249437	184250216	+	0	NA	NA	NA	NA	NA								
20992	chr2	152334948	152336359	+	0	NA	NA	NA	NA	NA								
37412	chrX	47233020	47233829	+	0	NA	NA	NA	NA	NA								
6815	chr11	57567027	57568494	+	0	NA	NA	NA	NA	NA								
10975	chr13	79724305	79724776	+	0	NA	NA	NA	NA	NA								
9105	chr12	53658905	53659453	+	0	NA	NA	NA	NA	NA								
34514	chr8	41490243	41491664	+	0	NA	NA	NA	NA	NA								
18851	chr19	42075678	42076532	+	0	NA	NA	NA	NA	NA								
6160	chr11	8911329	8911828	+	0	NA	NA	NA	NA	NA								
19380	chr2	9638271	9639462	+	0	NA	NA	NA	NA	NA								
7431	chr11	72642324	72643322	+	0	NA	NA	NA	NA	NA								
2825	chr1	161741590	161741765	+	0	NA	NA	NA	NA	NA								
13581	chr15	78016283	78017162	+	0	NA	NA	NA	NA	NA								
36483	chr9	106920916	106921839	+	0	NA	NA	NA	NA	NA								
31094	chr6	43170669	43172877	+	0	NA	NA	NA	NA	NA								
32864	chr7	48299669	48299881	+	0	NA	NA	NA	NA	NA								
18416	chr19	16627991	16628837	+	0	NA	NA	NA	NA	NA								
12030	chr14	69152907	69153706	+	0	NA	NA	NA	NA	NA								
9557	chr12	72274212	72274613	+	0	NA	NA	NA	NA	NA								
35211	chr8	120060481	120062031	+	0	NA	NA	NA	NA	NA								
32824	chr7	44796889	44797300	+	0	NA	NA	NA	NA	NA								
26349	chr3	170908176	170909016	+	0	NA	NA	NA	NA	NA								
1826	chr1	89843022	89844283	+	0	NA	NA	NA	NA	NA								
1822	chr1	89820626	89822346	+	0	NA	NA	NA	NA	NA								
28861	chr5	62403380	62404362	+	0	NA	NA	NA	NA	NA								
24643	chr3	42875325	42875924	+	0	NA	NA	NA	NA	NA								
10883	chr13	72781427	72782407	+	0	NA	NA	NA	NA	NA								
28821	chr5	59188522	59189131	+	0	NA	NA	NA	NA	NA								
26334	chr3	170180545	170181980	+	0	NA	NA	NA	NA	NA								
11337	chr14	23631777	23632248	+	0	NA	NA	NA	NA	NA								
4499	chr10	33334588	33337079	+	0	NA	NA	NA	NA	NA								
8380	chr12	3995680	3996200	+	0	NA	NA	NA	NA	NA								
21628	chr2	208025008	208025895	+	0	NA	NA	NA	NA	NA								
21668	chr2	210503108	210504152	+	0	NA	NA	NA	NA	NA								
35889	chr9	35071688	35073121	+	0	NA	NA	NA	NA	NA								
17180	chr17	81484228	81484599	+	0	NA	NA	NA	NA	NA								
22897	chr20	44960104	44960523	+	0	NA	NA	NA	NA	NA								
22771	chr20	38073133	38073745	+	0	NA	NA	NA	NA	NA								
21067	chr2	160492518	160494076	+	0	NA	NA	NA	NA	NA								
12350	chr14	81303272	81304008	+	0	NA	NA	NA	NA	NA								
9642	chr12	88579651	88580907	+	0	NA	NA	NA	NA	NA								
505	chr1	23483757	23484835	+	0	NA	NA	NA	NA	NA								
9383	chr12	62259715	62261242	+	0	NA	NA	NA	NA	NA								
34247	chr8	22108805	22109805	+	0	NA	NA	NA	NA	NA								
21027	chr2	157866457	157867607	+	0	NA	NA	NA	NA	NA								
9646	chr12	89162498	89163303	+	0	NA	NA	NA	NA	NA								
33460	chr7	108525452	108527147	+	0	NA	NA	NA	NA	NA								
32962	chr7	74083463	74084220	+	0	NA	NA	NA	NA	NA								
16024	chr17	39980324	39981978	+	0	NA	NA	NA	NA	NA								
33420	chr7	106070171	106070675	+	0	NA	NA	NA	NA	NA								
36830	chr9	127450719	127451819	+	0	NA	NA	NA	NA	NA								
5864	chr10	119445064	119445858	+	0	NA	NA	NA	NA	NA								
27539	chr4	83535432	83536808	+	0	NA	NA	NA	NA	NA								
16064	chr17	40303021	40303295	+	0	NA	NA	NA	NA	NA								
18741	chr19	39126423	39127397	+	0	NA	NA	NA	NA	NA								
8301	chr11	131694880	131695324	+	0	NA	NA	NA	NA	NA								
32922	chr7	70614440	70615148	+	0	NA	NA	NA	NA	NA								
37907	chrX	134372879	134373604	+	0	NA	NA	NA	NA	NA								
36682	chr9	121052122	121052657	+	0	NA	NA	NA	NA	NA								
22360	chr20	10469556	10470141	+	0	NA	NA	NA	NA	NA								
7855	chr11	114059169	114060340	+	0	NA	NA	NA	NA	NA								
24442	chr3	24493965	24496175	+	0	NA	NA	NA	NA	NA								
11057	chr13	98575954	98578033	+	0	NA	NA	NA	NA	NA								
14218	chr16	12802953	12804141	+	0	NA	NA	NA	NA	NA								
