PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_mapped_from_mouse_enhancers.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr1-3913	chr1	203127737	203128701	+	203115467	NA	NA	NA	NA	NA								
chr1-3914	chr1	203129037	203130047	+	203115467	NA	NA	NA	NA	NA								
chr1-3909	chr1	203117543	203118359	+	203115467	NA	NA	NA	NA	NA								
chr1-3915	chr1	203129037	203130047	+	203115467	NA	NA	NA	NA	NA								
chr1-3911	chr1	203127737	203128701	+	203115467	NA	NA	NA	NA	NA								
chr1-3908	chr1	203117543	203118359	+	203115467	NA	NA	NA	NA	NA								
chr1-3912	chr1	203127737	203128701	+	203115467	NA	NA	NA	NA	NA								
chr1-3910	chr1	203124938	203125136	+	203115467	NA	NA	NA	NA	NA								
chr1-3907	chr1	203039367	203039670	+	203026490	NA	NA	NA	NA	NA								
chr1-3906	chr1	203017144	203017499	+	203026490	NA	NA	NA	NA	NA								
chr1-3900	chr1	202957598	202958715	+	202961872	NA	NA	NA	NA	NA								
chr1-3899	chr1	202957598	202958715	+	202961872	NA	NA	NA	NA	NA								
chr1-3901	chr1	202957598	202958715	+	202961872	NA	NA	NA	NA	NA								
chr1-3902	chr1	202966599	202968093	+	202961872	NA	NA	NA	NA	NA								
chr1-3905	chr1	202966599	202968093	+	202961872	NA	NA	NA	NA	NA								
chr1-3904	chr1	202966599	202968093	+	202961872	NA	NA	NA	NA	NA								
chr1-3898	chr1	202952520	202952783	+	202961872	NA	NA	NA	NA	NA								
chr1-3903	chr1	202966599	202968093	+	202961872	NA	NA	NA	NA	NA								
chr1-3897	chr1	202950840	202951071	+	202940825	NA	NA	NA	NA	NA								
chr2-2703	chr2	202870780	202872005	+	202874260	NA	NA	NA	NA	NA								
chr2-2704	chr2	202870780	202872005	+	202874260	NA	NA	NA	NA	NA								
chr2-2705	chr2	202870780	202872005	+	202874260	NA	NA	NA	NA	NA								
chr2-2702	chr2	202870780	202872005	+	202874260	NA	NA	NA	NA	NA								
chr1-3896	chr1	202857084	202857581	+	202861753	NA	NA	NA	NA	NA								
chr1-3895	chr1	202855812	202856198	+	202851827	NA	NA	NA	NA	NA								
chr1-3894	chr1	202569490	202569788	+	202590595	NA	NA	NA	NA	NA								
chr2-2701	chr2	202494249	202494624	+	202505011	NA	NA	NA	NA	NA								
chr2-2700	chr2	202494249	202494624	+	202505011	NA	NA	NA	NA	NA								
chr1-3893	chr1	202340876	202342231	+	202348698	NA	NA	NA	NA	NA								
chr1-3892	chr1	202308766	202309288	+	202331543	NA	NA	NA	NA	NA								
chr2-2699	chr2	202237650	202238891	+	202231695	NA	NA	NA	NA	NA								
chr2-2697	chr2	202237650	202238891	+	202231695	NA	NA	NA	NA	NA								
chr2-2696	chr2	202237650	202238891	+	202231695	NA	NA	NA	NA	NA								
chr2-2695	chr2	202236491	202236636	+	202231695	NA	NA	NA	NA	NA								
chr2-2698	chr2	202237650	202238891	+	202231695	NA	NA	NA	NA	NA								
chr2-2694	chr2	202185052	202185484	+	202179296	NA	NA	NA	NA	NA								
chr1-3891	chr1	202171923	202172292	+	202168050	NA	NA	NA	NA	NA								
chr1-3890	chr1	202154880	202155129	+	202147012	NA	NA	NA	NA	NA								
chr2-2692	chr2	202140910	202141342	+	202137569	NA	NA	NA	NA	NA								
chr2-2693	chr2	202150053	202150304	+	202137569	NA	NA	NA	NA	NA								
chr1-3887	chr1	202118953	202119216	+	202122885	NA	NA	NA	NA	NA								
chr1-3889	chr1	202119846	202120535	+	202122885	NA	NA	NA	NA	NA								
chr1-3888	chr1	202119846	202120535	+	202122885	NA	NA	NA	NA	NA								
chr1-3886	chr1	202106928	202107495	+	202096758	NA	NA	NA	NA	NA								
chr1-3885	chr1	202086923	202087365	+	202096758	NA	NA	NA	NA	NA								
chr2-2689	chr2	202045576	202045845	+	202033854	NA	NA	NA	NA	NA								
chr2-2690	chr2	202049754	202050323	+	202033854	NA	NA	NA	NA	NA								
chr2-2686	chr2	202036565	202036857	+	202033854	NA	NA	NA	NA	NA								
chr2-2691	chr2	202049754	202050323	+	202033854	NA	NA	NA	NA	NA								
chr2-2687	chr2	202038964	202039634	+	202033854	NA	NA	NA	NA	NA								
chr2-2688	chr2	202038964	202039634	+	202033854	NA	NA	NA	NA	NA								
chr2-2685	chr2	201993923	201994158	+	202032071	NA	NA	NA	NA	NA								
chr2-2683	chr2	201981523	201982291	+	202032071	NA	NA	NA	NA	NA								
chr2-2684	chr2	201981523	201982291	+	202032071	NA	NA	NA	NA	NA								
chr2-2681	chr2	201972485	201972977	+	201927438	NA	NA	NA	NA	NA								
chr2-2682	chr2	201973215	201973739	+	201927438	NA	NA	NA	NA	NA								
chr2-2680	chr2	201929792	201930508	+	201927438	NA	NA	NA	NA	NA								
chr2-2679	chr2	201911957	201912940	+	201927438	NA	NA	NA	NA	NA								
chr2-2675	chr2	201860465	201860894	+	201824547	NA	NA	NA	NA	NA								
chr2-2678	chr2	201866602	201868042	+	201824547	NA	NA	NA	NA	NA								
chr2-2677	chr2	201866602	201868042	+	201824547	NA	NA	NA	NA	NA								
chr2-2676	chr2	201866602	201868042	+	201824547	NA	NA	NA	NA	NA								
chr1-3884	chr1	201793073	201793313	+	201808610	NA	NA	NA	NA	NA								
chr2-2674	chr2	201781562	201781957	+	201790460	NA	NA	NA	NA	NA								
chr2-2673	chr2	201780436	201781277	+	201790460	NA	NA	NA	NA	NA								
chr2-2672	chr2	201780436	201781277	+	201790460	NA	NA	NA	NA	NA								
chr2-2665	chr2	201744943	201745466	+	201762736	NA	NA	NA	NA	NA								
chr2-2668	chr2	201753503	201754651	+	201762736	NA	NA	NA	NA	NA								
chr2-2666	chr2	201746276	201746676	+	201762736	NA	NA	NA	NA	NA								
chr2-2670	chr2	201753503	201754651	+	201762736	NA	NA	NA	NA	NA								
chr2-2667	chr2	201753503	201754651	+	201762736	NA	NA	NA	NA	NA								
chr2-2671	chr2	201758257	201758676	+	201762736	NA	NA	NA	NA	NA								
chr2-2669	chr2	201753503	201754651	+	201762736	NA	NA	NA	NA	NA								
chr1-3883	chr1	201739677	201740142	+	201733405	NA	NA	NA	NA	NA								
chr1-3882	chr1	201709215	201709963	+	201719507	NA	NA	NA	NA	NA								
chr1-3881	chr1	201704134	201704620	+	201719507	NA	NA	NA	NA	NA								
chr2-2663	chr2	201693067	201693526	+	201700266	NA	NA	NA	NA	NA								
chr2-2664	chr2	201710300	201711180	+	201700266	NA	NA	NA	NA	NA								
chr2-2662	chr2	201680658	201681096	+	201700266	NA	NA	NA	NA	NA								
chr2-2661	chr2	201633640	201634238	+	201643397	NA	NA	NA	NA	NA								
chr2-2660	chr2	201633640	201634238	+	201643397	NA	NA	NA	NA	NA								
chr1-3880	chr1	201559602	201560151	+	201539126	NA	NA	NA	NA	NA								
chr1-3879	chr1	201530818	201531231	+	201539126	NA	NA	NA	NA	NA								
chr1-3878	chr1	201468498	201469293	+	201464382	NA	NA	NA	NA	NA								
chr1-3877	chr1	201448105	201448440	+	201464277	NA	NA	NA	NA	NA								
chr1-3876	chr1	201431534	201431692	+	201428974	NA	NA	NA	NA	NA								
chr2-2654	chr2	201425971	201427008	+	201423512	NA	NA	NA	NA	NA								
chr2-2653	chr2	201425971	201427008	+	201423512	NA	NA	NA	NA	NA								
chr2-2655	chr2	201437690	201438432	+	201423512	NA	NA	NA	NA	NA								
chr2-2658	chr2	201450969	201452610	+	201423512	NA	NA	NA	NA	NA								
chr2-2657	chr2	201450969	201452610	+	201423512	NA	NA	NA	NA	NA								
chr2-2656	chr2	201450969	201452610	+	201423512	NA	NA	NA	NA	NA								
chr2-2652	chr2	201420156	201420516	+	201423512	NA	NA	NA	NA	NA								
chr2-2659	chr2	201450969	201452610	+	201423512	NA	NA	NA	NA	NA								
chr1-3875	chr1	201408304	201408591	+	201403767	NA	NA	NA	NA	NA								
chr2-2648	chr2	201350769	201351285	+	201377206	NA	NA	NA	NA	NA								
chr2-2649	chr2	201350769	201351285	+	201377206	NA	NA	NA	NA	NA								
chr2-2650	chr2	201360111	201360715	+	201377206	NA	NA	NA	NA	NA								
chr2-2651	chr2	201360111	201360715	+	201377206	NA	NA	NA	NA	NA								
chr2-2646	chr2	201343426	201343769	+	201377206	NA	NA	NA	NA	NA								
chr2-2647	chr2	201348192	201348438	+	201377206	NA	NA	NA	NA	NA								
chr1-3873	chr1	201365122	201365393	+	201359017	NA	NA	NA	NA	NA								
chr1-3874	chr1	201365881	201366426	+	201359017	NA	NA	NA	NA	NA								
chr1-3872	chr1	201361475	201362063	+	201359017	NA	NA	NA	NA	NA								
chr1-3871	chr1	201344349	201344877	+	201359007	NA	NA	NA	NA	NA								
chr1-3870	chr1	201344349	201344877	+	201359007	NA	NA	NA	NA	NA								
chr1-3868	chr1	201319746	201320389	+	201283451	NA	NA	NA	NA	NA								
chr1-3865	chr1	201285875	201286346	+	201283451	NA	NA	NA	NA	NA								
chr1-3864	chr1	201254490	201254980	+	201283451	NA	NA	NA	NA	NA								
chr1-3869	chr1	201319746	201320389	+	201283451	NA	NA	NA	NA	NA								
chr1-3867	chr1	201319746	201320389	+	201283451	NA	NA	NA	NA	NA								
chr1-3866	chr1	201288948	201289224	+	201283451	NA	NA	NA	NA	NA								
chr1-3858	chr1	201170469	201171723	+	201190823	NA	NA	NA	NA	NA								
chr1-3863	chr1	201176335	201176704	+	201190823	NA	NA	NA	NA	NA								
chr1-3859	chr1	201170469	201171723	+	201190823	NA	NA	NA	NA	NA								
chr1-3860	chr1	201170469	201171723	+	201190823	NA	NA	NA	NA	NA								
chr1-3861	chr1	201170469	201171723	+	201190823	NA	NA	NA	NA	NA								
chr1-3862	chr1	201170469	201171723	+	201190823	NA	NA	NA	NA	NA								
chr1-3856	chr1	201154374	201154762	+	201134771	NA	NA	NA	NA	NA								
chr1-3857	chr1	201159304	201160289	+	201134771	NA	NA	NA	NA	NA								
chr2-2645	chr2	201123955	201124537	+	201116153	NA	NA	NA	NA	NA								
chr1-3855	chr1	201119316	201119602	+	201113942	NA	NA	NA	NA	NA								
chr1-3853	chr1	201085964	201086300	+	201113942	NA	NA	NA	NA	NA								
chr1-3854	chr1	201105808	201106148	+	201113942	NA	NA	NA	NA	NA								
chr2-2644	chr2	201104743	201104905	+	201102088	NA	NA	NA	NA	NA								
chr1-3852	chr1	201042934	201043196	+	201039511	NA	NA	NA	NA	NA								
chr1-3851	chr1	201013823	201014779	+	201023948	NA	NA	NA	NA	NA								
chr1-3850	chr1	201013823	201014779	+	201023948	NA	NA	NA	NA	NA								
chr1-3848	chr1	200895771	200896456	+	200891047	NA	NA	NA	NA	NA								
chr1-3849	chr1	200896580	200897233	+	200891047	NA	NA	NA	NA	NA								
chr1-3847	chr1	200802986	200803247	+	200863807	NA	NA	NA	NA	NA								
chr2-2643	chr2	200797210	200798385	+	200810593	NA	NA	NA	NA	NA								
chr2-2639	chr2	200735767	200736375	+	200738607	NA	NA	NA	NA	NA								
chr2-2642	chr2	200747664	200748167	+	200738607	NA	NA	NA	NA	NA								
chr2-2641	chr2	200747664	200748167	+	200738607	NA	NA	NA	NA	NA								
chr2-2640	chr2	200735767	200736375	+	200738607	NA	NA	NA	NA	NA								
chr2-2638	chr2	200702602	200703453	+	200695722	NA	NA	NA	NA	NA								
chr2-2635	chr2	200637772	200638430	+	200678232	NA	NA	NA	NA	NA								
chr2-2637	chr2	200665283	200666504	+	200678232	NA	NA	NA	NA	NA								
chr2-2636	chr2	200665283	200666504	+	200678232	NA	NA	NA	NA	NA								
chr1-3844	chr1	200620433	200621138	+	200623895	NA	NA	NA	NA	NA								
chr1-3845	chr1	200640844	200641318	+	200623895	NA	NA	NA	NA	NA								
chr1-3846	chr1	200642861	200643024	+	200623895	NA	NA	NA	NA	NA								
chr1-3843	chr1	200558864	200559428	+	200551496	NA	NA	NA	NA	NA								
chr1-3840	chr1	200527191	200527693	+	200551496	NA	NA	NA	NA	NA								
chr1-3841	chr1	200556083	200556296	+	200551496	NA	NA	NA	NA	NA								
chr1-3842	chr1	200558864	200559428	+	200551496	NA	NA	NA	NA	NA								
chr1-3839	chr1	200527191	200527693	+	200551496	NA	NA	NA	NA	NA								
chr1-3838	chr1	200489986	200490144	+	200478019	NA	NA	NA	NA	NA								
chr1-3833	chr1	200408744	200410815	+	200404939	NA	NA	NA	NA	NA								
chr1-3828	chr1	200373995	200374402	+	200404939	NA	NA	NA	NA	NA								
chr1-3834	chr1	200408744	200410815	+	200404939	NA	NA	NA	NA	NA								
chr1-3825	chr1	200369100	200370254	+	200404939	NA	NA	NA	NA	NA								
chr1-3824	chr1	200369100	200370254	+	200404939	NA	NA	NA	NA	NA								
chr1-3835	chr1	200408744	200410815	+	200404939	NA	NA	NA	NA	NA								
chr1-3831	chr1	200408744	200410815	+	200404939	NA	NA	NA	NA	NA								
chr1-3836	chr1	200408744	200410815	+	200404939	NA	NA	NA	NA	NA								
chr1-3829	chr1	200380260	200380823	+	200404939	NA	NA	NA	NA	NA								
chr1-3832	chr1	200408744	200410815	+	200404939	NA	NA	NA	NA	NA								
chr1-3830	chr1	200401320	200401733	+	200404939	NA	NA	NA	NA	NA								
chr1-3837	chr1	200408744	200410815	+	200404939	NA	NA	NA	NA	NA								
chr1-3826	chr1	200369100	200370254	+	200404939	NA	NA	NA	NA	NA								
chr1-3827	chr1	200372185	200372439	+	200404939	NA	NA	NA	NA	NA								
chr2-2634	chr2	200383840	200384090	+	200390665	NA	NA	NA	NA	NA								
chr2-2633	chr2	200377755	200378432	+	200373174	NA	NA	NA	NA	NA								
chr2-2632	chr2	200377755	200378432	+	200373174	NA	NA	NA	NA	NA								
chr2-2631	chr2	200377755	200378432	+	200373174	NA	NA	NA	NA	NA								
chr1-3823	chr1	200361024	200361291	+	200333192	NA	NA	NA	NA	NA								
chr1-3821	chr1	200336699	200337360	+	200333192	NA	NA	NA	NA	NA								
chr1-3822	chr1	200339194	200339767	+	200333192	NA	NA	NA	NA	NA								
chr1-3820	chr1	200336699	200337360	+	200333192	NA	NA	NA	NA	NA								
chr2-2630	chr2	200276217	200276617	+	200305880	NA	NA	NA	NA	NA								
chr1-3819	chr1	200243002	200243491	+	200253418	NA	NA	NA	NA	NA								
chr1-3818	chr1	200243002	200243491	+	200253418	NA	NA	NA	NA	NA								
chr1-3817	chr1	200180521	200181085	+	200213677	NA	NA	NA	NA	NA								
chr1-3812	chr1	200128772	200129424	+	200147530	NA	NA	NA	NA	NA								
chr1-3816	chr1	200173957	200174327	+	200147530	NA	NA	NA	NA	NA								
chr1-3813	chr1	200153204	200153718	+	200147530	NA	NA	NA	NA	NA								
chr1-3814	chr1	200169348	200170098	+	200147530	NA	NA	NA	NA	NA								
chr1-3815	chr1	200169348	200170098	+	200147530	NA	NA	NA	NA	NA								
chr1-3805	chr1	200041307	200041726	+	200054060	NA	NA	NA	NA	NA								
chr1-3808	chr1	200076185	200076449	+	200054060	NA	NA	NA	NA	NA								
chr1-3811	chr1	200080969	200081535	+	200054060	NA	NA	NA	NA	NA								
chr1-3810	chr1	200079709	200080318	+	200054060	NA	NA	NA	NA	NA								
chr1-3804	chr1	200040684	200041232	+	200054060	NA	NA	NA	NA	NA								
chr1-3803	chr1	200040684	200041232	+	200054060	NA	NA	NA	NA	NA								
chr1-3809	chr1	200079709	200080318	+	200054060	NA	NA	NA	NA	NA								
chr1-3807	chr1	200066120	200066374	+	200054060	NA	NA	NA	NA	NA								
chr1-3806	chr1	200042385	200042967	+	200054060	NA	NA	NA	NA	NA								
chr1-3793	chr1	200021590	200023810	+	200027613	NA	NA	NA	NA	NA								
chr1-3794	chr1	200021590	200023810	+	200027613	NA	NA	NA	NA	NA								
chr1-3798	chr1	200038591	200039951	+	200027613	NA	NA	NA	NA	NA								
chr1-3795	chr1	200021590	200023810	+	200027613	NA	NA	NA	NA	NA								
chr1-3791	chr1	200021590	200023810	+	200027613	NA	NA	NA	NA	NA								
chr1-3792	chr1	200021590	200023810	+	200027613	NA	NA	NA	NA	NA								
chr1-3796	chr1	200029710	200030058	+	200027613	NA	NA	NA	NA	NA								
chr1-3790	chr1	200021590	200023810	+	200027613	NA	NA	NA	NA	NA								
chr1-3797	chr1	200035385	200035587	+	200027613	NA	NA	NA	NA	NA								
chr1-3799	chr1	200038591	200039951	+	200027613	NA	NA	NA	NA	NA								
chr1-3800	chr1	200038591	200039951	+	200027613	NA	NA	NA	NA	NA								
chr1-3802	chr1	200038591	200039951	+	200027613	NA	NA	NA	NA	NA								
chr1-3789	chr1	200021590	200023810	+	200027613	NA	NA	NA	NA	NA								
chr1-3801	chr1	200038591	200039951	+	200027613	NA	NA	NA	NA	NA								
chr2-2629	chr2	199980104	199980356	+	199955316	NA	NA	NA	NA	NA								
chr2-2625	chr2	199933374	199933844	+	199928912	NA	NA	NA	NA	NA								
chr2-2628	chr2	199937789	199938002	+	199928912	NA	NA	NA	NA	NA								
chr2-2627	chr2	199936275	199936651	+	199928912	NA	NA	NA	NA	NA								
chr2-2626	chr2	199933374	199933844	+	199928912	NA	NA	NA	NA	NA								
chr2-2624	chr2	199863998	199864414	+	199867395	NA	NA	NA	NA	NA								
chr2-2623	chr2	199739702	199740080	+	199760543	NA	NA	NA	NA	NA								
chr2-2622	chr2	199739702	199740080	+	199760543	NA	NA	NA	NA	NA								
chr1-3784	chr1	199723843	199724495	+	199752490	NA	NA	NA	NA	NA								
chr1-3783	chr1	199704251	199704867	+	199752490	NA	NA	NA	NA	NA								
chr1-3785	chr1	199746979	199747400	+	199752490	NA	NA	NA	NA	NA								
chr1-3788	chr1	199747713	199748523	+	199752490	NA	NA	NA	NA	NA								
chr1-3787	chr1	199747713	199748523	+	199752490	NA	NA	NA	NA	NA								
chr1-3782	chr1	199704251	199704867	+	199752490	NA	NA	NA	NA	NA								
chr1-3786	chr1	199747713	199748523	+	199752490	NA	NA	NA	NA	NA								
chr1-3781	chr1	199684709	199685155	+	199752490	NA	NA	NA	NA	NA								
chr2-2621	chr2	199463454	199463738	+	199457688	NA	NA	NA	NA	NA								
chr1-3780	chr1	198937140	198937735	+	198949015	NA	NA	NA	NA	NA								
chr2-2619	chr2	198968099	198968674	+	198882572	NA	NA	NA	NA	NA								
chr2-2620	chr2	198968099	198968674	+	198882572	NA	NA	NA	NA	NA								
chr1-3779	chr1	198771638	198771945	+	198777860	NA	NA	NA	NA	NA								
chr2-2617	chr2	198296593	198297156	+	198299275	NA	NA	NA	NA	NA								
chr2-2616	chr2	198296593	198297156	+	198299275	NA	NA	NA	NA	NA								
chr2-2618	chr2	198309751	198309951	+	198299275	NA	NA	NA	NA	NA								
chr1-3776	chr1	198188774	198189393	+	198197778	NA	NA	NA	NA	NA								
chr1-3777	chr1	198236002	198236246	+	198197778	NA	NA	NA	NA	NA								
chr1-3778	chr1	198283683	198284256	+	198197778	NA	NA	NA	NA	NA								
chr1-3775	chr1	198188774	198189393	+	198197778	NA	NA	NA	NA	NA								
chr1-3774	chr1	198188774	198189393	+	198197778	NA	NA	NA	NA	NA								
chr2-2615	chr2	198127526	198127951	+	198187801	NA	NA	NA	NA	NA								
chr2-2614	chr2	198096461	198096905	+	198187801	NA	NA	NA	NA	NA								
chr1-3773	chr1	198149456	198149760	+	198156993	NA	NA	NA	NA	NA								
chr1-3771	chr1	197917738	197918483	+	197911901	NA	NA	NA	NA	NA								
chr1-3772	chr1	197924574	197924847	+	197911901	NA	NA	NA	NA	NA								
chr1-3770	chr1	197917738	197918483	+	197911901	NA	NA	NA	NA	NA								
chr1-3769	chr1	197842726	197843685	+	197902629	NA	NA	NA	NA	NA								
chr1-3767	chr1	197842726	197843685	+	197902629	NA	NA	NA	NA	NA								
chr1-3768	chr1	197842726	197843685	+	197902629	NA	NA	NA	NA	NA								
chr2-2613	chr2	197891784	197892146	+	197817422	NA	NA	NA	NA	NA								
chr2-2611	chr2	197785850	197786715	+	197804592	NA	NA	NA	NA	NA								
chr2-2612	chr2	197785850	197786715	+	197804592	NA	NA	NA	NA	NA								
chr1-3766	chr1	197774249	197776363	+	197757318	NA	NA	NA	NA	NA								
chr1-3765	chr1	197774249	197776363	+	197757318	NA	NA	NA	NA	NA								
chr1-3764	chr1	197774249	197776363	+	197757318	NA	NA	NA	NA	NA								
chr1-3763	chr1	197774249	197776363	+	197757318	NA	NA	NA	NA	NA								
chr3-3303	chr3	197749248	197750010	+	197737178	NA	NA	NA	NA	NA								
chr1-3759	chr1	197715892	197716136	+	197735635	NA	NA	NA	NA	NA								
chr1-3760	chr1	197722113	197722669	+	197735635	NA	NA	NA	NA	NA								
chr1-3761	chr1	197740795	197741391	+	197735635	NA	NA	NA	NA	NA								
chr1-3762	chr1	197740795	197741391	+	197735635	NA	NA	NA	NA	NA								
chr2-2610	chr2	197707621	197707917	+	197705368	NA	NA	NA	NA	NA								
chr1-3757	chr1	197600721	197601250	+	197685639	NA	NA	NA	NA	NA								
chr1-3758	chr1	197600721	197601250	+	197685639	NA	NA	NA	NA	NA								
chr3-3300	chr3	197590416	197591032	+	197580343	NA	NA	NA	NA	NA								
chr3-3301	chr3	197590416	197591032	+	197580343	NA	NA	NA	NA	NA								
chr3-3302	chr3	197599065	197599504	+	197580343	NA	NA	NA	NA	NA								
chr3-3299	chr3	197573164	197574137	+	197578212	NA	NA	NA	NA	NA								
chr2-2608	chr2	197571935	197572424	+	197568223	NA	NA	NA	NA	NA								
chr2-2609	chr2	197571935	197572424	+	197568223	NA	NA	NA	NA	NA								
chr1-3756	chr1	197521192	197521530	+	197504747	NA	NA	NA	NA	NA								
chr2-2607	chr2	197488863	197489072	+	197486583	NA	NA	NA	NA	NA								
chr2-2604	chr2	197434428	197435535	+	197447744	NA	NA	NA	NA	NA								
chr2-2605	chr2	197434428	197435535	+	197447744	NA	NA	NA	NA	NA								
chr2-2606	chr2	197434428	197435535	+	197447744	NA	NA	NA	NA	NA								
chr2-2603	chr2	197293980	197294530	+	197311392	NA	NA	NA	NA	NA								
chr2-2602	chr2	197293980	197294530	+	197311392	NA	NA	NA	NA	NA								
chr3-3297	chr3	197309716	197311395	+	197298251	NA	NA	NA	NA	NA								
chr3-3296	chr3	197303512	197303757	+	197298251	NA	NA	NA	NA	NA								
chr3-3298	chr3	197309716	197311395	+	197298251	NA	NA	NA	NA	NA								
chr3-3295	chr3	197282575	197282856	+	197293877	NA	NA	NA	NA	NA								
chr3-3294	chr3	197256921	197257215	+	197293877	NA	NA	NA	NA	NA								
chr3-3293	chr3	197224117	197224327	+	197293877	NA	NA	NA	NA	NA								
chr2-2601	chr2	197256472	197256848	+	197250857	NA	NA	NA	NA	NA								
chr2-2600	chr2	197224891	197225210	+	197250857	NA	NA	NA	NA	NA								
chr2-2599	chr2	197215818	197216587	+	197197926	NA	NA	NA	NA	NA								
chr2-2597	chr2	197189643	197190257	+	197197926	NA	NA	NA	NA	NA								
chr2-2592	chr2	197170614	197171444	+	197197926	NA	NA	NA	NA	NA								
chr2-2596	chr2	197189643	197190257	+	197197926	NA	NA	NA	NA	NA								
chr2-2595	chr2	197189643	197190257	+	197197926	NA	NA	NA	NA	NA								
chr2-2598	chr2	197215818	197216587	+	197197926	NA	NA	NA	NA	NA								
chr2-2594	chr2	197184968	197185594	+	197197926	NA	NA	NA	NA	NA								
chr2-2593	chr2	197170614	197171444	+	197197926	NA	NA	NA	NA	NA								
chr1-3755	chr1	197145822	197146923	+	197153681	NA	NA	NA	NA	NA								
chr1-3754	chr1	197145822	197146923	+	197153681	NA	NA	NA	NA	NA								
chr1-3751	chr1	197063193	197063797	+	197084120	NA	NA	NA	NA	NA								
chr1-3752	chr1	197067159	197067853	+	197084120	NA	NA	NA	NA	NA								
chr1-3753	chr1	197067159	197067853	+	197084120	NA	NA	NA	NA	NA								
chr3-3292	chr3	197029385	197030046	+	197042559	NA	NA	NA	NA	NA								
chr3-3291	chr3	197029385	197030046	+	197042559	NA	NA	NA	NA	NA								
chr2-2591	chr2	197080649	197080989	+	197028710	NA	NA	NA	NA	NA								
chr2-2589	chr2	197011907	197012304	+	197014989	NA	NA	NA	NA	NA								
chr2-2590	chr2	197011907	197012304	+	197014989	NA	NA	NA	NA	NA								
chr3-3290	chr3	196968527	196968953	+	196973708	NA	NA	NA	NA	NA								
chr2-2586	chr2	196925698	196927314	+	196967016	NA	NA	NA	NA	NA								
chr2-2587	chr2	196925698	196927314	+	196967016	NA	NA	NA	NA	NA								
chr2-2588	chr2	196925698	196927314	+	196967016	NA	NA	NA	NA	NA								
chr2-2585	chr2	196884893	196885124	+	196833003	NA	NA	NA	NA	NA								
chr2-2583	chr2	196799047	196799845	+	196804416	NA	NA	NA	NA	NA								
chr2-2584	chr2	196799047	196799845	+	196804416	NA	NA	NA	NA	NA								
chr3-3289	chr3	196727371	196727558	+	196739856	NA	NA	NA	NA	NA								
chr1-3750	chr1	196656625	196656888	+	196651851	NA	NA	NA	NA	NA								
chr3-3287	chr3	196609141	196609659	+	196598548	NA	NA	NA	NA	NA								
chr3-3288	chr3	196609141	196609659	+	196598548	NA	NA	NA	NA	NA								
chr1-3747	chr1	196584776	196584976	+	196582412	NA	NA	NA	NA	NA								
chr1-3742	chr1	196444674	196445069	+	196582412	NA	NA	NA	NA	NA								
