PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_promoters.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr7-996	chr7	99438354	99439672	+	99438921	NA	NA	NA	NA	NA								
chr7-998	chr7	99438354	99439672	+	99438921	NA	NA	NA	NA	NA								
chr10-1248	chr10	99430282	99431565	+	99430914	NA	NA	NA	NA	NA								
chr10-1249	chr10	99430282	99431565	+	99430914	NA	NA	NA	NA	NA								
chr10-1250	chr10	99430282	99431565	+	99430914	NA	NA	NA	NA	NA								
chr6-1514	chr6	99424686	99426188	+	99424910	NA	NA	NA	NA	NA								
chr6-1513	chr6	99424686	99426188	+	99424910	NA	NA	NA	NA	NA								
chr6-1515	chr6	99424686	99426188	+	99424910	NA	NA	NA	NA	NA								
chr6-1517	chr6	99424686	99426188	+	99424910	NA	NA	NA	NA	NA								
chr6-1516	chr6	99424686	99426188	+	99424910	NA	NA	NA	NA	NA								
chr15-1190	chr15	99425017	99426251	+	99423768	NA	NA	NA	NA	NA								
chr15-1191	chr15	99425017	99426251	+	99423768	NA	NA	NA	NA	NA								
chr7-995	chr7	99419295	99419603	+	99419748	NA	NA	NA	NA	NA								
chr7-994	chr7	99416161	99416606	+	99416738	NA	NA	NA	NA	NA								
chr7-993	chr7	99415420	99415854	+	99416738	NA	NA	NA	NA	NA								
chr4-836	chr4	99414182	99414820	+	99412260	NA	NA	NA	NA	NA								
chr4-837	chr4	99414182	99414820	+	99412260	NA	NA	NA	NA	NA								
chr7-992	chr7	99407868	99409234	+	99408640	NA	NA	NA	NA	NA								
chr7-989	chr7	99407868	99409234	+	99408640	NA	NA	NA	NA	NA								
chr7-990	chr7	99407868	99409234	+	99408640	NA	NA	NA	NA	NA								
chr7-991	chr7	99407868	99409234	+	99408640	NA	NA	NA	NA	NA								
chr7-987	chr7	99392776	99393584	+	99392047	NA	NA	NA	NA	NA								
chr7-988	chr7	99392776	99393584	+	99392047	NA	NA	NA	NA	NA								
chr7-986	chr7	99392776	99393584	+	99392047	NA	NA	NA	NA	NA								
chr7-985	chr7	99375113	99375694	+	99374248	NA	NA	NA	NA	NA								
chr7-983	chr7	99374028	99375014	+	99374248	NA	NA	NA	NA	NA								
chr7-984	chr7	99375113	99375694	+	99374248	NA	NA	NA	NA	NA								
chr7-982	chr7	99374028	99375014	+	99374248	NA	NA	NA	NA	NA								
chr9-771	chr9	99356311	99357142	+	99357826	NA	NA	NA	NA	NA								
chr9-772	chr9	99357553	99357797	+	99357826	NA	NA	NA	NA	NA								
chr13-716	chr13	99356963	99357647	+	99356130	NA	NA	NA	NA	NA								
chr13-714	chr13	99355985	99356818	+	99356130	NA	NA	NA	NA	NA								
chr13-713	chr13	99355985	99356818	+	99356130	NA	NA	NA	NA	NA								
chr13-715	chr13	99356963	99357647	+	99356130	NA	NA	NA	NA	NA								
chr9-770	chr9	99353427	99353898	+	99355336	NA	NA	NA	NA	NA								
chr2-1245	chr2	99335916	99337807	+	99337370	NA	NA	NA	NA	NA								
chr2-1244	chr2	99335916	99337807	+	99337370	NA	NA	NA	NA	NA								
chr2-1243	chr2	99335916	99337807	+	99337370	NA	NA	NA	NA	NA								
chr2-1246	chr2	99335916	99337807	+	99337370	NA	NA	NA	NA	NA								
chr2-1247	chr2	99335916	99337807	+	99337370	NA	NA	NA	NA	NA								
chr10-1246	chr10	99329113	99330293	+	99329355	NA	NA	NA	NA	NA								
chr10-1244	chr10	99329113	99330293	+	99329355	NA	NA	NA	NA	NA								
chr10-1247	chr10	99329113	99330293	+	99329355	NA	NA	NA	NA	NA								
chr10-1245	chr10	99329113	99330293	+	99329355	NA	NA	NA	NA	NA								
chr7-981	chr7	99325409	99326465	+	99325897	NA	NA	NA	NA	NA								
chr7-979	chr7	99325409	99326465	+	99325897	NA	NA	NA	NA	NA								
chr7-978	chr7	99325409	99326465	+	99325878	NA	NA	NA	NA	NA								
chr7-980	chr7	99325409	99326465	+	99325878	NA	NA	NA	NA	NA								
chr4-834	chr4	99305600	99306571	+	99304970	NA	NA	NA	NA	NA								
chr4-833	chr4	99305600	99306571	+	99304970	NA	NA	NA	NA	NA								
chr4-835	chr4	99305600	99306571	+	99304970	NA	NA	NA	NA	NA								
chr13-712	chr13	99293266	99293530	+	99294538	NA	NA	NA	NA	NA								
chr15-1189	chr15	99286501	99286731	+	99284624	NA	NA	NA	NA	NA								
chr1-1755	chr1	99263786	99264923	+	99264291	NA	NA	NA	NA	NA								
chr1-1756	chr1	99263786	99264923	+	99264291	NA	NA	NA	NA	NA								
chr15-1188	chr15	99257320	99257773	+	99257631	NA	NA	NA	NA	NA								
chr15-1184	chr15	99249331	99249697	+	99251361	NA	NA	NA	NA	NA								
chr15-1187	chr15	99250865	99251938	+	99251361	NA	NA	NA	NA	NA								
chr15-1185	chr15	99249331	99249697	+	99251361	NA	NA	NA	NA	NA								
chr15-1186	chr15	99250865	99251938	+	99251361	NA	NA	NA	NA	NA								
chr9-768	chr9	99221408	99222721	+	99222063	NA	NA	NA	NA	NA								
chr9-769	chr9	99221408	99222721	+	99222063	NA	NA	NA	NA	NA								
chr13-709	chr13	99200106	99201719	+	99200773	NA	NA	NA	NA	NA								
chr13-710	chr13	99200106	99201719	+	99200773	NA	NA	NA	NA	NA								
chr13-711	chr13	99201900	99202096	+	99200773	NA	NA	NA	NA	NA								
chr13-708	chr13	99200106	99201719	+	99200773	NA	NA	NA	NA	NA								
chr9-767	chr9	99184491	99185240	+	99185586	NA	NA	NA	NA	NA								
chr2-1241	chr2	99180741	99181561	+	99181151	NA	NA	NA	NA	NA								
chr2-1242	chr2	99180741	99181561	+	99181151	NA	NA	NA	NA	NA								
chr7-977	chr7	99173827	99174199	+	99173571	NA	NA	NA	NA	NA								
chr2-1234	chr2	99154520	99155587	+	99154997	NA	NA	NA	NA	NA								
chr2-1238	chr2	99154520	99155587	+	99154997	NA	NA	NA	NA	NA								
chr2-1240	chr2	99154520	99155587	+	99154997	NA	NA	NA	NA	NA								
chr2-1236	chr2	99154520	99155587	+	99154997	NA	NA	NA	NA	NA								
chr2-1233	chr2	99154520	99155587	+	99154954	NA	NA	NA	NA	NA								
chr2-1235	chr2	99154520	99155587	+	99154954	NA	NA	NA	NA	NA								
chr2-1237	chr2	99154520	99155587	+	99154954	NA	NA	NA	NA	NA								
chr2-1239	chr2	99154520	99155587	+	99154954	NA	NA	NA	NA	NA								
chr2-1230	chr2	99140710	99142030	+	99141706	NA	NA	NA	NA	NA								
chr2-1232	chr2	99140710	99142030	+	99141706	NA	NA	NA	NA	NA								
chr2-1228	chr2	99140710	99142030	+	99141706	NA	NA	NA	NA	NA								
chr2-1231	chr2	99140710	99142030	+	99141484	NA	NA	NA	NA	NA								
chr2-1229	chr2	99140710	99142030	+	99141484	NA	NA	NA	NA	NA								
chr2-1227	chr2	99140710	99142030	+	99141484	NA	NA	NA	NA	NA								
chr9-765	chr9	99104511	99105994	+	99104037	NA	NA	NA	NA	NA								
chr9-766	chr9	99104511	99105994	+	99104037	NA	NA	NA	NA	NA								
chr4-830	chr4	99088041	99089608	+	99088804	NA	NA	NA	NA	NA								
chr4-832	chr4	99088041	99089608	+	99088804	NA	NA	NA	NA	NA								
chr4-831	chr4	99088041	99089608	+	99088804	NA	NA	NA	NA	NA								
chr4-829	chr4	99088041	99089608	+	99088804	NA	NA	NA	NA	NA								
chr4-828	chr4	99088041	99089608	+	99088804	NA	NA	NA	NA	NA								
chr13-706	chr13	99086113	99088144	+	99087818	NA	NA	NA	NA	NA								
chr13-707	chr13	99086113	99088144	+	99087818	NA	NA	NA	NA	NA								
chr13-702	chr13	99086113	99088144	+	99087818	NA	NA	NA	NA	NA								
chr13-704	chr13	99086113	99088144	+	99087818	NA	NA	NA	NA	NA								
chr13-703	chr13	99086113	99088144	+	99087818	NA	NA	NA	NA	NA								
chr13-705	chr13	99086113	99088144	+	99087818	NA	NA	NA	NA	NA								
chr6-1512	chr6	99080152	99080832	+	99082448	NA	NA	NA	NA	NA								
chr11-1651	chr11	99020417	99021325	+	99020948	NA	NA	NA	NA	NA								
chr11-1650	chr11	99020417	99021325	+	99020948	NA	NA	NA	NA	NA								
chr11-1652	chr11	99020417	99021325	+	99020948	NA	NA	NA	NA	NA								
chr15-1183	chr15	99014640	99015441	+	99014525	NA	NA	NA	NA	NA								
chr15-1182	chr15	99014640	99015441	+	99014525	NA	NA	NA	NA	NA								
chr8-1039	chr8	99012514	99013959	+	99013265	NA	NA	NA	NA	NA								
chr8-1036	chr8	99012514	99013959	+	99013265	NA	NA	NA	NA	NA								
chr8-1037	chr8	99012514	99013959	+	99013265	NA	NA	NA	NA	NA								
chr8-1035	chr8	99012514	99013959	+	99013265	NA	NA	NA	NA	NA								
chr8-1038	chr8	99012514	99013959	+	99013265	NA	NA	NA	NA	NA								
chr4-827	chr4	98995013	98996292	+	98995658	NA	NA	NA	NA	NA								
chr4-825	chr4	98995013	98996292	+	98995658	NA	NA	NA	NA	NA								
chr4-826	chr4	98995013	98996292	+	98995658	NA	NA	NA	NA	NA								
chr15-1181	chr15	98951522	98952323	+	98954148	NA	NA	NA	NA	NA								
chr15-1180	chr15	98951522	98952323	+	98954148	NA	NA	NA	NA	NA								
chr8-1034	chr8	98944171	98944830	+	98944402	NA	NA	NA	NA	NA								
chr5-921	chr5	98928028	98929912	+	98929162	NA	NA	NA	NA	NA								
chr5-919	chr5	98928028	98929912	+	98929162	NA	NA	NA	NA	NA								
chr5-918	chr5	98928028	98929912	+	98929162	NA	NA	NA	NA	NA								
chr5-920	chr5	98928028	98929912	+	98929162	NA	NA	NA	NA	NA								
chr5-917	chr5	98928028	98929912	+	98929162	NA	NA	NA	NA	NA								
chr4-819	chr4	98928136	98930190	+	98928896	NA	NA	NA	NA	NA								
chr4-821	chr4	98928136	98930190	+	98928896	NA	NA	NA	NA	NA								
chr4-823	chr4	98928136	98930190	+	98928896	NA	NA	NA	NA	NA								
chr4-820	chr4	98928136	98930190	+	98928896	NA	NA	NA	NA	NA								
chr4-822	chr4	98928136	98930190	+	98928896	NA	NA	NA	NA	NA								
chr4-824	chr4	98928136	98930190	+	98928896	NA	NA	NA	NA	NA								
chr3-998	chr3	98901125	98902159	+	98902044	NA	NA	NA	NA	NA								
chr3-996	chr3	98901125	98902159	+	98902044	NA	NA	NA	NA	NA								
chr3-997	chr3	98901125	98902159	+	98902044	NA	NA	NA	NA	NA								
chr15-1179	chr15	98881668	98881918	+	98880658	NA	NA	NA	NA	NA								
chr7-975	chr7	98878174	98880133	+	98877932	NA	NA	NA	NA	NA								
chr7-973	chr7	98878174	98880133	+	98877932	NA	NA	NA	NA	NA								
chr7-976	chr7	98878174	98880133	+	98877932	NA	NA	NA	NA	NA								
chr7-972	chr7	98878174	98880133	+	98877932	NA	NA	NA	NA	NA								
chr7-974	chr7	98878174	98880133	+	98877932	NA	NA	NA	NA	NA								
chr9-764	chr9	98848399	98848880	+	98847171	NA	NA	NA	NA	NA								
chr6-1510	chr6	98833153	98835003	+	98834573	NA	NA	NA	NA	NA								
chr6-1511	chr6	98833153	98835003	+	98834573	NA	NA	NA	NA	NA								
chr6-1508	chr6	98833153	98835003	+	98834573	NA	NA	NA	NA	NA								
chr6-1509	chr6	98833153	98835003	+	98834573	NA	NA	NA	NA	NA								
chr6-1507	chr6	98833153	98835003	+	98834573	NA	NA	NA	NA	NA								
chr9-763	chr9	98807182	98808159	+	98807669	NA	NA	NA	NA	NA								
chr9-761	chr9	98807182	98808159	+	98807669	NA	NA	NA	NA	NA								
chr9-762	chr9	98807182	98808159	+	98807669	NA	NA	NA	NA	NA								
chr9-759	chr9	98796009	98797088	+	98798465	NA	NA	NA	NA	NA								
chr9-758	chr9	98796009	98797088	+	98798465	NA	NA	NA	NA	NA								
chr9-760	chr9	98796009	98797088	+	98798465	NA	NA	NA	NA	NA								
chr3-995	chr3	98796167	98796656	+	98795940	NA	NA	NA	NA	NA								
chr3-993	chr3	98784059	98785317	+	98782187	NA	NA	NA	NA	NA								
chr3-991	chr3	98784059	98785317	+	98782187	NA	NA	NA	NA	NA								
chr3-992	chr3	98784059	98785317	+	98782187	NA	NA	NA	NA	NA								
chr3-994	chr3	98784059	98785317	+	98782187	NA	NA	NA	NA	NA								
chr8-1033	chr8	98781971	98782500	+	98782054	NA	NA	NA	NA	NA								
chr5-916	chr5	98768195	98768387	+	98768649	NA	NA	NA	NA	NA								
chr3-986	chr3	98732132	98733385	+	98732235	NA	NA	NA	NA	NA								
chr3-988	chr3	98732132	98733385	+	98732235	NA	NA	NA	NA	NA								
chr3-990	chr3	98733739	98734217	+	98732235	NA	NA	NA	NA	NA								
chr3-989	chr3	98732132	98733385	+	98732235	NA	NA	NA	NA	NA								
chr3-987	chr3	98732132	98733385	+	98732235	NA	NA	NA	NA	NA								
chr12-1502	chr12	98725931	98726182	+	98726456	NA	NA	NA	NA	NA								
chr13-701	chr13	98672918	98673729	+	98671979	NA	NA	NA	NA	NA								
chr1-1752	chr1	98661078	98662579	+	98661700	NA	NA	NA	NA	NA								
chr1-1751	chr1	98661078	98662579	+	98661700	NA	NA	NA	NA	NA								
chr1-1754	chr1	98661078	98662579	+	98661700	NA	NA	NA	NA	NA								
chr1-1753	chr1	98661078	98662579	+	98661700	NA	NA	NA	NA	NA								
chr15-1178	chr15	98659278	98659539	+	98660209	NA	NA	NA	NA	NA								
chr4-817	chr4	98657951	98659052	+	98658893	NA	NA	NA	NA	NA								
chr4-818	chr4	98657951	98659052	+	98658893	NA	NA	NA	NA	NA								
chr4-816	chr4	98657951	98659052	+	98658893	NA	NA	NA	NA	NA								
chr3-985	chr3	98657309	98657923	+	98657801	NA	NA	NA	NA	NA								
chr15-1176	chr15	98648026	98649203	+	98648538	NA	NA	NA	NA	NA								
chr15-1177	chr15	98648026	98649203	+	98648538	NA	NA	NA	NA	NA								
chr15-1174	chr15	98648026	98649203	+	98648538	NA	NA	NA	NA	NA								
chr15-1173	chr15	98647337	98647932	+	98648538	NA	NA	NA	NA	NA								
chr15-1172	chr15	98647337	98647932	+	98648538	NA	NA	NA	NA	NA								
chr15-1175	chr15	98648026	98649203	+	98648538	NA	NA	NA	NA	NA								
chr12-1497	chr12	98644091	98645839	+	98645289	NA	NA	NA	NA	NA								
chr12-1500	chr12	98644091	98645839	+	98645289	NA	NA	NA	NA	NA								
chr12-1501	chr12	98644091	98645839	+	98645289	NA	NA	NA	NA	NA								
chr12-1498	chr12	98644091	98645839	+	98645289	NA	NA	NA	NA	NA								
chr12-1499	chr12	98644091	98645839	+	98645289	NA	NA	NA	NA	NA								
chr12-1495	chr12	98612759	98613392	+	98613404	NA	NA	NA	NA	NA								
chr12-1496	chr12	98612759	98613392	+	98613404	NA	NA	NA	NA	NA								
chr2-1225	chr2	98607808	98609417	+	98608578	NA	NA	NA	NA	NA								
chr2-1224	chr2	98607808	98609417	+	98608578	NA	NA	NA	NA	NA								
chr2-1223	chr2	98607808	98609417	+	98608578	NA	NA	NA	NA	NA								
chr2-1226	chr2	98607808	98609417	+	98608578	NA	NA	NA	NA	NA								
chr12-1494	chr12	98593182	98594464	+	98593590	NA	NA	NA	NA	NA								
chr12-1493	chr12	98593182	98594464	+	98593590	NA	NA	NA	NA	NA								
chr12-1492	chr12	98593182	98594464	+	98593590	NA	NA	NA	NA	NA								
chr13-698	chr13	98576046	98577921	+	98577243	NA	NA	NA	NA	NA								
chr13-697	chr13	98576046	98577921	+	98577243	NA	NA	NA	NA	NA								
chr13-696	chr13	98576046	98577921	+	98577243	NA	NA	NA	NA	NA								
chr13-700	chr13	98576046	98577921	+	98577243	NA	NA	NA	NA	NA								
chr13-699	chr13	98576046	98577921	+	98577243	NA	NA	NA	NA	NA								
chr3-982	chr3	98522198	98522428	+	98522569	NA	NA	NA	NA	NA								
chr3-984	chr3	98522510	98523367	+	98522569	NA	NA	NA	NA	NA								
chr3-983	chr3	98522510	98523367	+	98522569	NA	NA	NA	NA	NA								
chr12-1489	chr12	98515027	98516688	+	98515578	NA	NA	NA	NA	NA								
chr12-1491	chr12	98515027	98516688	+	98515578	NA	NA	NA	NA	NA								
chr12-1490	chr12	98515027	98516688	+	98515578	NA	NA	NA	NA	NA								
chr12-1488	chr12	98515027	98516688	+	98515578	NA	NA	NA	NA	NA								
chr12-1487	chr12	98515027	98516688	+	98515578	NA	NA	NA	NA	NA								
chr10-1242	chr10	98446080	98447235	+	98446286	NA	NA	NA	NA	NA								
chr10-1243	chr10	98446080	98447235	+	98446286	NA	NA	NA	NA	NA								
chr13-695	chr13	98445259	98445802	+	98445184	NA	NA	NA	NA	NA								
chr2-1221	chr2	98444244	98445479	+	98444853	NA	NA	NA	NA	NA								
chr2-1222	chr2	98444244	98445479	+	98444853	NA	NA	NA	NA	NA								
chr2-1220	chr2	98444244	98445479	+	98444853	NA	NA	NA	NA	NA								
chr8-1032	chr8	98437556	98438008	+	98436668	NA	NA	NA	NA	NA								
chr8-1031	chr8	98426749	98427120	+	98426957	NA	NA	NA	NA	NA								
chr10-1241	chr10	98414870	98415502	+	98414001	NA	NA	NA	NA	NA								
chr7-971	chr7	98387782	98388243	+	98385800	NA	NA	NA	NA	NA								
chr4-815	chr4	98260143	98262291	+	98261383	NA	NA	NA	NA	NA								
chr4-811	chr4	98260143	98262291	+	98261383	NA	NA	NA	NA	NA								
chr4-813	chr4	98260143	98262291	+	98261383	NA	NA	NA	NA	NA								
chr4-810	chr4	98260143	98262291	+	98261383	NA	NA	NA	NA	NA								
chr4-812	chr4	98260143	98262291	+	98261383	NA	NA	NA	NA	NA								
chr4-814	chr4	98260143	98262291	+	98261383	NA	NA	NA	NA	NA								
chr7-969	chr7	98251326	98252795	+	98252378	NA	NA	NA	NA	NA								
chr7-968	chr7	98251326	98252795	+	98252378	NA	NA	NA	NA	NA								
chr7-967	chr7	98251326	98252795	+	98252378	NA	NA	NA	NA	NA								
chr7-970	chr7	98251326	98252795	+	98252378	NA	NA	NA	NA	NA								
chr4-809	chr4	98253298	98254018	+	98251687	NA	NA	NA	NA	NA								
chr10-1240	chr10	98248996	98249479	+	98247689	NA	NA	NA	NA	NA								
chr9-757	chr9	98228404	98228982	+	98229148	NA	NA	NA	NA	NA								
chr9-756	chr9	98228404	98228982	+	98229148	NA	NA	NA	NA	NA								
chr7-964	chr7	98211192	98212463	+	98211438	NA	NA	NA	NA	NA								
chr7-966	chr7	98211192	98212463	+	98211438	NA	NA	NA	NA	NA								
chr7-965	chr7	98211192	98212463	+	98211438	NA	NA	NA	NA	NA								
chr13-694	chr13	98210162	98210599	+	98208523	NA	NA	NA	NA	NA								
chr13-693	chr13	98203981	98204249	+	98203834	NA	NA	NA	NA	NA								
chr13-692	chr13	98201998	98202436	+	98203834	NA	NA	NA	NA	NA								
chr13-690	chr13	98173399	98174214	+	98175784	NA	NA	NA	NA	NA								
chr13-691	chr13	98173399	98174214	+	98175784	NA	NA	NA	NA	NA								
chr13-688	chr13	98142419	98144035	+	98142561	NA	NA	NA	NA	NA								
chr13-687	chr13	98142419	98144035	+	98142561	NA	NA	NA	NA	NA								
chr13-689	chr13	98142419	98144035	+	98142561	NA	NA	NA	NA	NA								
chr10-1238	chr10	98134281	98135444	+	98134623	NA	NA	NA	NA	NA								
chr10-1239	chr10	98134281	98135444	+	98134623	NA	NA	NA	NA	NA								
chr10-1237	chr10	98134281	98135444	+	98134623	NA	NA	NA	NA	NA								
chr9-755	chr9	98117995	98119592	+	98120974	NA	NA	NA	NA	NA								
chr9-754	chr9	98117995	98119592	+	98120974	NA	NA	NA	NA	NA								
chr9-752	chr9	98117995	98119592	+	98120974	NA	NA	NA	NA	NA								
chr9-753	chr9	98117995	98119592	+	98120974	NA	NA	NA	NA	NA								
chr8-1029	chr8	98116739	98117945	+	98117292	NA	NA	NA	NA	NA								
chr8-1028	chr8	98116739	98117945	+	98117292	NA	NA	NA	NA	NA								
chr8-1030	chr8	98116739	98117945	+	98117292	NA	NA	NA	NA	NA								
chr7-963	chr7	98106636	98107352	+	98106861	NA	NA	NA	NA	NA								
chr7-962	chr7	98106636	98107352	+	98106861	NA	NA	NA	NA	NA								
chr2-1218	chr2	98084893	98085198	+	98087115	NA	NA	NA	NA	NA								
chr2-1219	chr2	98086932	98087356	+	98087115	NA	NA	NA	NA	NA								
chr15-1171	chr15	98076554	98076826	+	98074666	NA	NA	NA	NA	NA								
chr8-1027	chr8	98064207	98065121	+	98064521	NA	NA	NA	NA	NA								
chr8-1026	chr8	98064207	98065121	+	98064521	NA	NA	NA	NA	NA								
chr9-750	chr9	98056232	98057312	+	98056731	NA	NA	NA	NA	NA								
chr9-751	chr9	98056232	98057312	+	98056731	NA	NA	NA	NA	NA								
chr1-1749	chr1	98053520	98054580	+	98052076	NA	NA	NA	NA	NA								
chr1-1750	chr1	98053520	98054580	+	98052076	NA	NA	NA	NA	NA								
chr1-1747	chr1	98051132	98051400	+	98052076	NA	NA	NA	NA	NA								
chr1-1748	chr1	98053520	98054580	+	98052076	NA	NA	NA	NA	NA								
chr1-1746	chr1	98048272	98048689	+	98047172	NA	NA	NA	NA	NA								
chr8-1025	chr8	98045188	98046438	+	98045652	NA	NA	NA	NA	NA								
chr8-1023	chr8	98045188	98046438	+	98045652	NA	NA	NA	NA	NA								
chr8-1024	chr8	98045188	98046438	+	98045652	NA	NA	NA	NA	NA								
chr8-1021	chr8	98045188	98046438	+	98045652	NA	NA	NA	NA	NA								
chr8-1022	chr8	98045188	98046438	+	98045652	NA	NA	NA	NA	NA								
chr13-686	chr13	97986921	97987182	+	97986949	NA	NA	NA	NA	NA								
chr9-749	chr9	97982917	97985326	+	97983340	NA	NA	NA	NA	NA								
chr9-743	chr9	97982917	97985326	+	97983340	NA	NA	NA	NA	NA								
chr9-748	chr9	97982917	97985326	+	97983340	NA	NA	NA	NA	NA								
chr9-746	chr9	97982917	97985326	+	97983340	NA	NA	NA	NA	NA								
chr9-744	chr9	97982917	97985326	+	97983340	NA	NA	NA	NA	NA								
chr9-747	chr9	97982917	97985326	+	97983340	NA	NA	NA	NA	NA								
chr9-745	chr9	97982917	97985326	+	97983340	NA	NA	NA	NA	NA								
chr15-1169	chr15	97981820	97982087	+	97982508	NA	NA	NA	NA	NA								
chr15-1170	chr15	97984010	97984626	+	97982508	NA	NA	NA	NA	NA								
chr3-980	chr3	97971641	97972644	+	97973011	NA	NA	NA	NA	NA								
chr3-981	chr3	97971641	97972644	+	97973011	NA	NA	NA	NA	NA								
chr15-1166	chr15	97960126	97961512	+	97960702	NA	NA	NA	NA	NA								
chr15-1168	chr15	97960126	97961512	+	97960702	NA	NA	NA	NA	NA								
chr15-1165	chr15	97960126	97961512	+	97960702	NA	NA	NA	NA	NA								
chr15-1167	chr15	97960126	97961512	+	97960702	NA	NA	NA	NA	NA								
chr7-961	chr7	97928162	97928745	+	97928081	NA	NA	NA	NA	NA								
chr7-960	chr7	97928162	97928745	+	97928081	NA	NA	NA	NA	NA								
chr9-741	chr9	97923565	97924031	+	97921589	NA	NA	NA	NA	NA								
chr9-740	chr9	97922030	97923088	+	97921589	NA	NA	NA	NA	NA								
chr9-742	chr9	97923565	97924031	+	97921589	NA	NA	NA	NA	NA								
chr9-739	chr9	97922030	97923088	+	97921589	NA	NA	NA	NA	NA								
chr9-738	chr9	97922030	97923088	+	97921589	NA	NA	NA	NA	NA								
chr9-737	chr9	97906187	97906826	+	97904488	NA	NA	NA	NA	NA								
chr7-958	chr7	97871725	97872724	+	97870166	NA	NA	NA	NA	NA								
chr7-959	chr7	97871725	97872724	+	97870166	NA	NA	NA	NA	NA								
chr7-957	chr7	97871725	97872724	+	97870166	NA	NA	NA	NA	NA								
chr8-1019	chr8	97868618	97869722	+	97868839	NA	NA	NA	NA	NA								
chr8-1020	chr8	97868618	97869722	+	97868839	NA	NA	NA	NA	NA								
chr8-1018	chr8	97868618	97869722	+	97868839	NA	NA	NA	NA	NA								
chr10-1236	chr10	97849546	97850453	+	97849842	NA	NA	NA	NA	NA								
chr10-1235	chr10	97849546	97850453	+	97849842	NA	NA	NA	NA	NA								
chr3-976	chr3	97821390	97822802	+	97822010	NA	NA	NA	NA	NA								
chr3-978	chr3	97821390	97822802	+	97822010	NA	NA	NA	NA	NA								
chr3-979	chr3	97821390	97822802	+	97822010	NA	NA	NA	NA	NA								
chr3-977	chr3	97821390	97822802	+	97822010	NA	NA	NA	NA	NA								
chr8-1016	chr8	97774978	97776609	+	97775056	NA	NA	NA	NA	NA								
chr8-1017	chr8	97774978	97776609	+	97775056	NA	NA	NA	NA	NA								
chr8-1015	chr8	97774978	97776609	+	97775056	NA	NA	NA	NA	NA								
chr8-1014	chr8	97774978	97776609	+	97775056	NA	NA	NA	NA	NA								
chr3-974	chr3	97764103	97765197	+	97764520	NA	NA	NA	NA	NA								
chr3-973	chr3	97764103	97765197	+	97764520	NA	NA	NA	NA	NA								
chr3-975	chr3	97764103	97765197	+	97764520	NA	NA	NA	NA	NA								
chr9-736	chr9	97741044	97741741	+	97743207	NA	NA	NA	NA	NA								
chr10-1234	chr10	97736628	97738026	+	97737120	NA	NA	NA	NA	NA								
chr10-1232	chr10	97736628	97738026	+	97737120	NA	NA	NA	NA	NA								
chr10-1233	chr10	97736628	97738026	+	97737120	NA	NA	NA	NA	NA								
chr13-684	chr13	97726724	97727321	+	97725171	NA	NA	NA	NA	NA								
chr13-685	chr13	97726724	97727321	+	97725171	NA	NA	NA	NA	NA								
chr10-1229	chr10	97713427	97715081	+	97713172	NA	NA	NA	NA	NA								
chr10-1228	chr10	97713427	97715081	+	97713172	NA	NA	NA	NA	NA								
chr10-1231	chr10	97713427	97715081	+	97713172	NA	NA	NA	NA	NA								
chr10-1230	chr10	97713427	97715081	+	97713172	NA	NA	NA	NA	NA								
chr10-1227	chr10	97713427	97715081	+	97713172	NA	NA	NA	NA	NA								
chr9-735	chr9	97696525	97697911	+	97698921	NA	NA	NA	NA	NA								
chr9-734	chr9	97696525	97697911	+	97698921	NA	NA	NA	NA	NA								
chr9-732	chr9	97696525	97697911	+	97698921	NA	NA	NA	NA	NA								
chr9-733	chr9	97696525	97697911	+	97698921	NA	NA	NA	NA	NA								
