PeakID (cmd=annotatePeaks.pl classification/results/raw_results/human_mapped_from_mouse_promoters.bed /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/hg38.fa -gff3 /ocean/projects/bio230007p/ikaplow/HumanGenomeInfo/gencode.v47.annotation.gff3.gz)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
chr1-1862	chr1	155172773	155173522	+	155173786	NA	NA	NA	NA	NA								
chr1-1861	chr1	155167442	155168202	+	155169407	NA	NA	NA	NA	NA								
chr1-1860	chr1	155167442	155168202	+	155169407	NA	NA	NA	NA	NA								
chr1-1859	chr1	155140062	155140741	+	155139890	NA	NA	NA	NA	NA								
chr1-1858	chr1	155135618	155136087	+	155135343	NA	NA	NA	NA	NA								
chr1-1856	chr1	155127695	155128308	+	155127875	NA	NA	NA	NA	NA								
chr1-1855	chr1	155127695	155128308	+	155127875	NA	NA	NA	NA	NA								
chr1-1857	chr1	155129073	155129366	+	155127875	NA	NA	NA	NA	NA								
chr1-1854	chr1	155079587	155080120	+	155078836	NA	NA	NA	NA	NA								
chr1-1853	chr1	155079587	155080120	+	155078836	NA	NA	NA	NA	NA								
chr1-1852	chr1	155078635	155078954	+	155078836	NA	NA	NA	NA	NA								
chrX-526	chrX	155070737	155071786	+	155071419	NA	NA	NA	NA	NA								
chrX-525	chrX	155070737	155071786	+	155071419	NA	NA	NA	NA	NA								
chr1-1851	chr1	155063628	155064113	+	155063747	NA	NA	NA	NA	NA								
chr1-1849	chr1	155061223	155061968	+	155063736	NA	NA	NA	NA	NA								
chr1-1848	chr1	155061223	155061968	+	155063736	NA	NA	NA	NA	NA								
chr1-1847	chr1	155061223	155061968	+	155063736	NA	NA	NA	NA	NA								
chr1-1850	chr1	155063628	155064113	+	155063736	NA	NA	NA	NA	NA								
chr1-1846	chr1	155061223	155061968	+	155063736	NA	NA	NA	NA	NA								
chr1-1845	chr1	155050837	155051539	+	155050565	NA	NA	NA	NA	NA								
chr1-1844	chr1	155044800	155045231	+	155045190	NA	NA	NA	NA	NA								
chrX-524	chrX	155026803	155027245	+	155025979	NA	NA	NA	NA	NA								
chr1-1842	chr1	155017296	155017933	+	155018519	NA	NA	NA	NA	NA								
chr1-1843	chr1	155017296	155017933	+	155018519	NA	NA	NA	NA	NA								
chr1-1841	chr1	155017296	155017933	+	155018519	NA	NA	NA	NA	NA								
chr7-1017	chr7	155001440	155003468	+	155003420	NA	NA	NA	NA	NA								
chr7-1015	chr7	155001440	155003468	+	155003420	NA	NA	NA	NA	NA								
chr7-1016	chr7	155001440	155003468	+	155003420	NA	NA	NA	NA	NA								
chr1-1840	chr1	155003894	155004213	+	155002629	NA	NA	NA	NA	NA								
chr1-1838	chr1	155001616	155001893	+	155002629	NA	NA	NA	NA	NA								
chr1-1839	chr1	155002012	155002353	+	155002629	NA	NA	NA	NA	NA								
chr1-1836	chr1	155000773	155000959	+	155000798	NA	NA	NA	NA	NA								
chr1-1837	chr1	155001146	155001427	+	155000798	NA	NA	NA	NA	NA								
chr1-1835	chr1	154974273	154974920	+	154974652	NA	NA	NA	NA	NA								
chr1-1831	chr1	154972408	154973039	+	154974652	NA	NA	NA	NA	NA								
chr1-1834	chr1	154974273	154974920	+	154974652	NA	NA	NA	NA	NA								
chr1-1833	chr1	154973683	154974013	+	154974652	NA	NA	NA	NA	NA								
chr1-1832	chr1	154972408	154973039	+	154974652	NA	NA	NA	NA	NA								
chr1-1830	chr1	154961277	154962245	+	154961824	NA	NA	NA	NA	NA								
chr1-1829	chr1	154955865	154956324	+	154957025	NA	NA	NA	NA	NA								
chr1-1828	chr1	154943683	154944324	+	154944075	NA	NA	NA	NA	NA								
chr1-1827	chr1	154936308	154937028	+	154937369	NA	NA	NA	NA	NA								
chr1-1826	chr1	154936308	154937028	+	154937369	NA	NA	NA	NA	NA								
chr7-1013	chr7	154835782	154836410	+	154838387	NA	NA	NA	NA	NA								
chr7-1014	chr7	154835782	154836410	+	154838387	NA	NA	NA	NA	NA								
chr5-1040	chr5	154822715	154823816	+	154821942	NA	NA	NA	NA	NA								
chr5-1039	chr5	154822715	154823816	+	154821942	NA	NA	NA	NA	NA								
chr5-1041	chr5	154822715	154823816	+	154821942	NA	NA	NA	NA	NA								
chrX-523	chrX	154762538	154763255	+	154762741	NA	NA	NA	NA	NA								
chrX-522	chrX	154762538	154763255	+	154762741	NA	NA	NA	NA	NA								
chr6-1063	chr6	154732706	154734423	+	154733377	NA	NA	NA	NA	NA								
chr6-1064	chr6	154732706	154734423	+	154733377	NA	NA	NA	NA	NA								
chr6-1062	chr6	154732706	154734423	+	154733377	NA	NA	NA	NA	NA								
chr6-1066	chr6	154732706	154734423	+	154733377	NA	NA	NA	NA	NA								
chr6-1065	chr6	154732706	154734423	+	154733377	NA	NA	NA	NA	NA								
chr1-1825	chr1	154669661	154670027	+	154671592	NA	NA	NA	NA	NA								
chr1-1824	chr1	154567821	154568260	+	154567777	NA	NA	NA	NA	NA								
chr4-791	chr4	154562672	154563152	+	154563010	NA	NA	NA	NA	NA								
chr4-790	chr4	154562672	154563152	+	154563010	NA	NA	NA	NA	NA								
chrX-520	chrX	154540910	154541522	+	154541198	NA	NA	NA	NA	NA								
chrX-521	chrX	154542015	154542386	+	154541198	NA	NA	NA	NA	NA								
chr6-1058	chr6	154509221	154511477	+	154510769	NA	NA	NA	NA	NA								
chr6-1059	chr6	154509221	154511477	+	154510769	NA	NA	NA	NA	NA								
chr6-1060	chr6	154509221	154511477	+	154510769	NA	NA	NA	NA	NA								
chr6-1056	chr6	154509221	154511477	+	154510769	NA	NA	NA	NA	NA								
chr6-1061	chr6	154509221	154511477	+	154510769	NA	NA	NA	NA	NA								
chr6-1057	chr6	154509221	154511477	+	154510769	NA	NA	NA	NA	NA								
chrX-518	chrX	154485786	154487016	+	154487305	NA	NA	NA	NA	NA								
chrX-517	chrX	154485786	154487016	+	154487305	NA	NA	NA	NA	NA								
chrX-519	chrX	154485786	154487016	+	154487305	NA	NA	NA	NA	NA								
chr1-1822	chr1	154476743	154478149	+	154480011	NA	NA	NA	NA	NA								
chr1-1823	chr1	154476743	154478149	+	154480011	NA	NA	NA	NA	NA								
chr6-1055	chr6	154476620	154476822	+	154477981	NA	NA	NA	NA	NA								
chrX-515	chrX	154457832	154458399	+	154458280	NA	NA	NA	NA	NA								
chrX-516	chrX	154457832	154458399	+	154458280	NA	NA	NA	NA	NA								
chr5-1031	chr5	154445092	154447342	+	154445996	NA	NA	NA	NA	NA								
chr5-1037	chr5	154445092	154447342	+	154445996	NA	NA	NA	NA	NA								
chr5-1035	chr5	154445092	154447342	+	154445996	NA	NA	NA	NA	NA								
chr5-1036	chr5	154445092	154447342	+	154445996	NA	NA	NA	NA	NA								
chr5-1032	chr5	154445092	154447342	+	154445996	NA	NA	NA	NA	NA								
chr5-1038	chr5	154445092	154447342	+	154445996	NA	NA	NA	NA	NA								
chr5-1033	chr5	154445092	154447342	+	154445996	NA	NA	NA	NA	NA								
chr5-1034	chr5	154445092	154447342	+	154445996	NA	NA	NA	NA	NA								
chrX-514	chrX	154443931	154444817	+	154444140	NA	NA	NA	NA	NA								
chrX-513	chrX	154437092	154437364	+	154436912	NA	NA	NA	NA	NA								
chrX-512	chrX	154428155	154429285	+	154428632	NA	NA	NA	NA	NA								
chrX-511	chrX	154428155	154429285	+	154428632	NA	NA	NA	NA	NA								
chrX-510	chrX	154428155	154429285	+	154428632	NA	NA	NA	NA	NA								
chr1-1820	chr1	154404924	154406580	+	154405192	NA	NA	NA	NA	NA								
chr1-1821	chr1	154404924	154406580	+	154405192	NA	NA	NA	NA	NA								
chr1-1818	chr1	154404924	154406580	+	154405192	NA	NA	NA	NA	NA								
chr1-1819	chr1	154404924	154406580	+	154405192	NA	NA	NA	NA	NA								
chrX-508	chrX	154373363	154373817	+	154374594	NA	NA	NA	NA	NA								
chrX-507	chrX	154373363	154373817	+	154374594	NA	NA	NA	NA	NA								
chrX-509	chrX	154374374	154374699	+	154374594	NA	NA	NA	NA	NA								
chr1-1817	chr1	154324536	154324860	+	154325524	NA	NA	NA	NA	NA								
chr1-1816	chr1	154271956	154273263	+	154272354	NA	NA	NA	NA	NA								
chr1-1815	chr1	154271956	154273263	+	154272354	NA	NA	NA	NA	NA								
chr1-1814	chr1	154271956	154273263	+	154272354	NA	NA	NA	NA	NA								
chr1-1813	chr1	154271956	154273263	+	154272354	NA	NA	NA	NA	NA								
chr1-1811	chr1	154220302	154221734	+	154220178	NA	NA	NA	NA	NA								
chr1-1810	chr1	154220302	154221734	+	154220178	NA	NA	NA	NA	NA								
chr1-1812	chr1	154220302	154221734	+	154220178	NA	NA	NA	NA	NA								
chr1-1809	chr1	154195341	154195702	+	154193664	NA	NA	NA	NA	NA								
chr5-1028	chr5	154189407	154190537	+	154190729	NA	NA	NA	NA	NA								
chr5-1029	chr5	154189407	154190537	+	154190729	NA	NA	NA	NA	NA								
chr5-1026	chr5	154189407	154190537	+	154190729	NA	NA	NA	NA	NA								
chr5-1030	chr5	154190577	154191021	+	154190729	NA	NA	NA	NA	NA								
chr5-1025	chr5	154189407	154190537	+	154190729	NA	NA	NA	NA	NA								
chr5-1027	chr5	154189407	154190537	+	154190729	NA	NA	NA	NA	NA								
chr5-1024	chr5	154038807	154039310	+	154038958	NA	NA	NA	NA	NA								
chr5-1023	chr5	154038807	154039310	+	154038958	NA	NA	NA	NA	NA								
chrX-505	chrX	154019368	154020104	+	154019919	NA	NA	NA	NA	NA								
chrX-506	chrX	154019368	154020104	+	154019919	NA	NA	NA	NA	NA								
chr1-1807	chr1	153990515	153991073	+	153990761	NA	NA	NA	NA	NA								
chr1-1808	chr1	153990515	153991073	+	153990761	NA	NA	NA	NA	NA								
chr1-1806	chr1	153976800	153978062	+	153977726	NA	NA	NA	NA	NA								
chr1-1805	chr1	153972466	153972837	+	153974268	NA	NA	NA	NA	NA								
chrX-504	chrX	153972005	153972265	+	153972753	NA	NA	NA	NA	NA								
chrX-502	chrX	153971097	153971643	+	153972753	NA	NA	NA	NA	NA								
chrX-503	chrX	153971097	153971643	+	153972753	NA	NA	NA	NA	NA								
chrX-501	chrX	153970879	153971048	+	153969324	NA	NA	NA	NA	NA								
chr1-1801	chr1	153962561	153964046	+	153962350	NA	NA	NA	NA	NA								
chr1-1800	chr1	153962561	153964046	+	153962350	NA	NA	NA	NA	NA								
chr1-1802	chr1	153962561	153964046	+	153962350	NA	NA	NA	NA	NA								
chr1-1799	chr1	153962561	153964046	+	153962350	NA	NA	NA	NA	NA								
chr1-1804	chr1	153962561	153964046	+	153962350	NA	NA	NA	NA	NA								
chr1-1803	chr1	153962561	153964046	+	153962350	NA	NA	NA	NA	NA								
chr1-1796	chr1	153957967	153959068	+	153959098	NA	NA	NA	NA	NA								
chr1-1797	chr1	153957967	153959068	+	153959098	NA	NA	NA	NA	NA								
chr1-1798	chr1	153957967	153959068	+	153959098	NA	NA	NA	NA	NA								
chr1-1795	chr1	153945728	153946944	+	153945550	NA	NA	NA	NA	NA								
chr1-1794	chr1	153945728	153946944	+	153945550	NA	NA	NA	NA	NA								
chrX-498	chrX	153934474	153935611	+	153935268	NA	NA	NA	NA	NA								
chrX-497	chrX	153934474	153935611	+	153935268	NA	NA	NA	NA	NA								
chrX-500	chrX	153934474	153935611	+	153935268	NA	NA	NA	NA	NA								
chrX-499	chrX	153934474	153935611	+	153935268	NA	NA	NA	NA	NA								
chr1-1788	chr1	153922427	153923832	+	153923283	NA	NA	NA	NA	NA								
chr1-1789	chr1	153922427	153923832	+	153923283	NA	NA	NA	NA	NA								
chr1-1791	chr1	153922427	153923832	+	153923283	NA	NA	NA	NA	NA								
chr1-1793	chr1	153922427	153923832	+	153923283	NA	NA	NA	NA	NA								
chr1-1792	chr1	153922427	153923832	+	153923283	NA	NA	NA	NA	NA								
chr1-1790	chr1	153922427	153923832	+	153923283	NA	NA	NA	NA	NA								
chrX-496	chrX	153908898	153909219	+	153907366	NA	NA	NA	NA	NA								
chrX-494	chrX	153793399	153793722	+	153793515	NA	NA	NA	NA	NA								
chrX-495	chrX	153793804	153794196	+	153793515	NA	NA	NA	NA	NA								
chrX-489	chrX	153724297	153725752	+	153724855	NA	NA	NA	NA	NA								
chrX-485	chrX	153723734	153724009	+	153724855	NA	NA	NA	NA	NA								
chrX-492	chrX	153725617	153726168	+	153724855	NA	NA	NA	NA	NA								
chrX-486	chrX	153724297	153725752	+	153724855	NA	NA	NA	NA	NA								
chrX-487	chrX	153724297	153725752	+	153724855	NA	NA	NA	NA	NA								
chrX-488	chrX	153724297	153725752	+	153724855	NA	NA	NA	NA	NA								
chrX-491	chrX	153725617	153726168	+	153724855	NA	NA	NA	NA	NA								
chrX-493	chrX	153726499	153726846	+	153724855	NA	NA	NA	NA	NA								
chrX-490	chrX	153725617	153726168	+	153724855	NA	NA	NA	NA	NA								
chr4-789	chr4	153683885	153685041	+	153684069	NA	NA	NA	NA	NA								
chr1-1783	chr1	153677670	153678042	+	153678687	NA	NA	NA	NA	NA								
chr1-1784	chr1	153678106	153679550	+	153678687	NA	NA	NA	NA	NA								
chr1-1786	chr1	153678106	153679550	+	153678687	NA	NA	NA	NA	NA								
chr1-1787	chr1	153678106	153679550	+	153678687	NA	NA	NA	NA	NA								
chr1-1785	chr1	153678106	153679550	+	153678687	NA	NA	NA	NA	NA								
chrX-483	chrX	153667616	153668209	+	153666225	NA	NA	NA	NA	NA								
chrX-484	chrX	153667616	153668209	+	153666225	NA	NA	NA	NA	NA								
chr1-1782	chr1	153658466	153659019	+	153658702	NA	NA	NA	NA	NA								
chr1-1781	chr1	153658466	153659019	+	153658702	NA	NA	NA	NA	NA								
chr1-1780	chr1	153633880	153634679	+	153633981	NA	NA	NA	NA	NA								
chr1-1779	chr1	153633880	153634679	+	153633981	NA	NA	NA	NA	NA								
chr1-1778	chr1	153633880	153634679	+	153633981	NA	NA	NA	NA	NA								
chr4-785	chr4	153632713	153634463	+	153633691	NA	NA	NA	NA	NA								
chr4-783	chr4	153632713	153634463	+	153633691	NA	NA	NA	NA	NA								
chr4-786	chr4	153632713	153634463	+	153633691	NA	NA	NA	NA	NA								
chr4-787	chr4	153632713	153634463	+	153633691	NA	NA	NA	NA	NA								
chr4-784	chr4	153632713	153634463	+	153633691	NA	NA	NA	NA	NA								
chr4-788	chr4	153634761	153635023	+	153633691	NA	NA	NA	NA	NA								
chr1-1775	chr1	153626735	153628914	+	153627925	NA	NA	NA	NA	NA								
chr1-1777	chr1	153626735	153628914	+	153627925	NA	NA	NA	NA	NA								
chr1-1776	chr1	153626735	153628914	+	153627925	NA	NA	NA	NA	NA								
chr1-1774	chr1	153626735	153628914	+	153627925	NA	NA	NA	NA	NA								
chr1-1773	chr1	153617320	153618030	+	153618786	NA	NA	NA	NA	NA								
chr1-1771	chr1	153612164	153613421	+	153614254	NA	NA	NA	NA	NA								
chr1-1770	chr1	153612164	153613421	+	153614254	NA	NA	NA	NA	NA								
chr1-1772	chr1	153612164	153613421	+	153614254	NA	NA	NA	NA	NA								
chr1-1769	chr1	153612164	153613421	+	153614254	NA	NA	NA	NA	NA								
chr1-1768	chr1	153612164	153613421	+	153614254	NA	NA	NA	NA	NA								
chr1-1767	chr1	153533193	153533614	+	153533429	NA	NA	NA	NA	NA								
chrX-482	chrX	153477547	153477957	+	153479265	NA	NA	NA	NA	NA								
chr2-1011	chr2	153478331	153479272	+	153477337	NA	NA	NA	NA	NA								
chr2-1013	chr2	153478331	153479272	+	153477337	NA	NA	NA	NA	NA								
chr2-1012	chr2	153478331	153479272	+	153477337	NA	NA	NA	NA	NA								
chr4-780	chr4	153466012	153467600	+	153466345	NA	NA	NA	NA	NA								
chr4-777	chr4	153465550	153465875	+	153466345	NA	NA	NA	NA	NA								
chr4-781	chr4	153466012	153467600	+	153466345	NA	NA	NA	NA	NA								
chr4-779	chr4	153466012	153467600	+	153466345	NA	NA	NA	NA	NA								
chr4-782	chr4	153466012	153467600	+	153466345	NA	NA	NA	NA	NA								
chr4-778	chr4	153466012	153467600	+	153466345	NA	NA	NA	NA	NA								
chrX-481	chrX	153333841	153334670	+	153334146	NA	NA	NA	NA	NA								
chr4-776	chr4	153263712	153263968	+	153265661	NA	NA	NA	NA	NA								
chr1-1765	chr1	153260977	153261948	+	153259686	NA	NA	NA	NA	NA								
chr1-1766	chr1	153260977	153261948	+	153259686	NA	NA	NA	NA	NA								
chr1-1764	chr1	153260977	153261948	+	153259686	NA	NA	NA	NA	NA								
chr1-1763	chr1	153260977	153261948	+	153259686	NA	NA	NA	NA	NA								
chr3-1204	chr3	153160439	153163314	+	153162225	NA	NA	NA	NA	NA								
chr3-1196	chr3	153160439	153163314	+	153162225	NA	NA	NA	NA	NA								
chr3-1202	chr3	153160439	153163314	+	153162225	NA	NA	NA	NA	NA								
chr3-1200	chr3	153160439	153163314	+	153162225	NA	NA	NA	NA	NA								
chr3-1190	chr3	153160439	153163314	+	153162225	NA	NA	NA	NA	NA								
chr3-1192	chr3	153160439	153163314	+	153162225	NA	NA	NA	NA	NA								
chr3-1206	chr3	153160439	153163314	+	153162225	NA	NA	NA	NA	NA								
chr3-1194	chr3	153160439	153163314	+	153162225	NA	NA	NA	NA	NA								
chr3-1198	chr3	153160439	153163314	+	153162225	NA	NA	NA	NA	NA								
chr3-1195	chr3	153160439	153163314	+	153161418	NA	NA	NA	NA	NA								
chr3-1203	chr3	153160439	153163314	+	153161418	NA	NA	NA	NA	NA								
chr3-1191	chr3	153160439	153163314	+	153161418	NA	NA	NA	NA	NA								
chr3-1189	chr3	153160439	153163314	+	153161418	NA	NA	NA	NA	NA								
chr3-1197	chr3	153160439	153163314	+	153161418	NA	NA	NA	NA	NA								
chr3-1199	chr3	153160439	153163314	+	153161418	NA	NA	NA	NA	NA								
chr3-1201	chr3	153160439	153163314	+	153161418	NA	NA	NA	NA	NA								
chr3-1193	chr3	153160439	153163314	+	153161418	NA	NA	NA	NA	NA								
chr3-1205	chr3	153160439	153163314	+	153161418	NA	NA	NA	NA	NA								
chr4-771	chr4	153152302	153153777	+	153152434	NA	NA	NA	NA	NA								
chr4-775	chr4	153152302	153153777	+	153152434	NA	NA	NA	NA	NA								
chr4-773	chr4	153152302	153153777	+	153152434	NA	NA	NA	NA	NA								
chr4-772	chr4	153152302	153153777	+	153152434	NA	NA	NA	NA	NA								
chr4-774	chr4	153152302	153153777	+	153152434	NA	NA	NA	NA	NA								
chr6-1054	chr6	152982989	152983897	+	152983330	NA	NA	NA	NA	NA								
chr4-769	chr4	152935869	152937034	+	152936322	NA	NA	NA	NA	NA								
chr4-770	chr4	152935869	152937034	+	152936322	NA	NA	NA	NA	NA								
chrX-480	chrX	152897641	152898233	+	152898066	NA	NA	NA	NA	NA								
chrX-479	chrX	152897641	152898233	+	152898066	NA	NA	NA	NA	NA								
chr3-1188	chr3	152834511	152835982	+	152835130	NA	NA	NA	NA	NA								
chr3-1185	chr3	152834511	152835982	+	152835130	NA	NA	NA	NA	NA								
chr3-1187	chr3	152834511	152835982	+	152835130	NA	NA	NA	NA	NA								
chr3-1186	chr3	152834511	152835982	+	152835130	NA	NA	NA	NA	NA								
chrX-476	chrX	152830281	152831488	+	152830966	NA	NA	NA	NA	NA								
chrX-477	chrX	152830281	152831488	+	152830966	NA	NA	NA	NA	NA								
chrX-475	chrX	152830281	152831488	+	152830966	NA	NA	NA	NA	NA								
chrX-478	chrX	152830281	152831488	+	152830966	NA	NA	NA	NA	NA								
chr4-767	chr4	152779320	152780826	+	152779936	NA	NA	NA	NA	NA								
chr4-766	chr4	152779320	152780826	+	152779936	NA	NA	NA	NA	NA								
chr4-768	chr4	152779320	152780826	+	152779936	NA	NA	NA	NA	NA								
chr7-1011	chr7	152759589	152760417	+	152759748	NA	NA	NA	NA	NA								
chr7-1012	chr7	152759589	152760417	+	152759748	NA	NA	NA	NA	NA								
chr2-1007	chr2	152716876	152719245	+	152717646	NA	NA	NA	NA	NA								
chr2-1005	chr2	152716876	152719245	+	152717646	NA	NA	NA	NA	NA								
chr2-1006	chr2	152716876	152719245	+	152717646	NA	NA	NA	NA	NA								
chr2-1009	chr2	152716876	152719245	+	152717646	NA	NA	NA	NA	NA								
chr2-1008	chr2	152716876	152719245	+	152717646	NA	NA	NA	NA	NA								
chr2-1003	chr2	152716876	152719245	+	152717646	NA	NA	NA	NA	NA								
chr2-1010	chr2	152716876	152719245	+	152717646	NA	NA	NA	NA	NA								
chr2-1004	chr2	152716876	152719245	+	152717646	NA	NA	NA	NA	NA								
chr4-763	chr4	152535688	152536759	+	152536427	NA	NA	NA	NA	NA								
chr4-761	chr4	152535688	152536759	+	152536427	NA	NA	NA	NA	NA								
chr4-765	chr4	152535688	152536759	+	152536427	NA	NA	NA	NA	NA								
chr4-760	chr4	152535688	152536759	+	152536263	NA	NA	NA	NA	NA								
chr4-759	chr4	152534915	152535167	+	152536263	NA	NA	NA	NA	NA								
chr4-764	chr4	152535688	152536759	+	152536263	NA	NA	NA	NA	NA								
chr4-762	chr4	152535688	152536759	+	152536263	NA	NA	NA	NA	NA								
chr3-1184	chr3	152447059	152447372	+	152449271	NA	NA	NA	NA	NA								
chr7-1010	chr7	152434791	152437079	+	152435694	NA	NA	NA	NA	NA								
chr2-1001	chr2	152334948	152336359	+	152335173	NA	NA	NA	NA	NA								
chr2-998	chr2	152334948	152336359	+	152335173	NA	NA	NA	NA	NA								
chr2-1002	chr2	152334948	152336359	+	152335173	NA	NA	NA	NA	NA								
chr2-1000	chr2	152334948	152336359	+	152335173	NA	NA	NA	NA	NA								
chr2-999	chr2	152334948	152336359	+	152335173	NA	NA	NA	NA	NA								
chr2-994	chr2	152175055	152176434	+	152176019	NA	NA	NA	NA	NA								
chr2-995	chr2	152175055	152176434	+	152176019	NA	NA	NA	NA	NA								
chr2-993	chr2	152175055	152176434	+	152176019	NA	NA	NA	NA	NA								
chr2-996	chr2	152175055	152176434	+	152176019	NA	NA	NA	NA	NA								
chr2-997	chr2	152175055	152176434	+	152176019	NA	NA	NA	NA	NA								
chr1-1762	chr1	152107628	152108368	+	152106316	NA	NA	NA	NA	NA								
chr2-989	chr2	152097356	152097847	+	152098327	NA	NA	NA	NA	NA								
chr2-992	chr2	152100220	152100626	+	152098327	NA	NA	NA	NA	NA								
chr2-991	chr2	152098662	152099176	+	152098327	NA	NA	NA	NA	NA								
chr2-990	chr2	152098084	152098504	+	152098327	NA	NA	NA	NA	NA								
chr1-1761	chr1	151992528	151994224	+	151994530	NA	NA	NA	NA	NA								
chr1-1760	chr1	151992528	151994224	+	151994530	NA	NA	NA	NA	NA								
chr1-1759	chr1	151992528	151994224	+	151994530	NA	NA	NA	NA	NA								
chr1-1758	chr1	151945602	151946098	+	151944889	NA	NA	NA	NA	NA								
chr7-1006	chr7	151875614	151876523	+	151877041	NA	NA	NA	NA	NA								
chr7-1007	chr7	151877026	151878153	+	151877041	NA	NA	NA	NA	NA								
chr7-1005	chr7	151875614	151876523	+	151877041	NA	NA	NA	NA	NA								
chr7-1008	chr7	151877026	151878153	+	151877041	NA	NA	NA	NA	NA								
chr7-1009	chr7	151877026	151878153	+	151877041	NA	NA	NA	NA	NA								
chr3-1183	chr3	151873435	151873895	+	151873642	NA	NA	NA	NA	NA								
chr1-1757	chr1	151838267	151839171	+	151837817	NA	NA	NA	NA	NA								
chr1-1755	chr1	151838267	151839171	+	151837817	NA	NA	NA	NA	NA								
chr1-1756	chr1	151838267	151839171	+	151837817	NA	NA	NA	NA	NA								
chr1-1753	chr1	151836434	151836815	+	151837817	NA	NA	NA	NA	NA								
chr1-1754	chr1	151838267	151839171	+	151837817	NA	NA	NA	NA	NA								
chr1-1752	chr1	151805128	151805473	+	151806070	NA	NA	NA	NA	NA								
chr1-1748	chr1	151790169	151791671	+	151790803	NA	NA	NA	NA	NA								
chr1-1751	chr1	151790169	151791671	+	151790803	NA	NA	NA	NA	NA								
chr1-1749	chr1	151790169	151791671	+	151790803	NA	NA	NA	NA	NA								
chr1-1750	chr1	151790169	151791671	+	151790803	NA	NA	NA	NA	NA								
chr1-1747	chr1	151790169	151791671	+	151790803	NA	NA	NA	NA	NA								
chr5-1022	chr5	151771193	151771674	+	151771044	NA	NA	NA	NA	NA								
chr5-1021	chr5	151768779	151768938	+	151769782	NA	NA	NA	NA	NA								
chr1-1746	chr1	151762897	151763613	+	151763383	NA	NA	NA	NA	NA								
chr1-1745	chr1	151762897	151763613	+	151762898	NA	NA	NA	NA	NA								
chr5-1020	chr5	151755618	151755809	+	151753991	NA	NA	NA	NA	NA								
chr5-1019	chr5	151751787	151752642	+	151753991	NA	NA	NA	NA	NA								
chr5-1018	chr5	151751787	151752642	+	151753991	NA	NA	NA	NA	NA								
chr5-1017	chr5	151658988	151659498	+	151661095	NA	NA	NA	NA	NA								
chr5-1016	chr5	151658988	151659498	+	151661095	NA	NA	NA	NA	NA								
chr5-1015	chr5	151651911	151652359	+	151652274	NA	NA	NA	NA	NA								
chr1-1744	chr1	151611833	151613140	+	151612037	NA	NA	NA	NA	NA								
chr1-1742	chr1	151611833	151613140	+	151612037	NA	NA	NA	NA	NA								
chr1-1740	chr1	151611833	151613140	+	151612037	NA	NA	NA	NA	NA								
chr1-1738	chr1	151611833	151613140	+	151612037	NA	NA	NA	NA	NA								
chr1-1743	chr1	151611833	151613140	+	151612005	NA	NA	NA	NA	NA								
